letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight
SYZ_Average-Regular_Approach1,8,1,0,5,13
SYZ_Average-Regular_Approach1,11,2,0,5,13
TA_Average-Regular_Approach1,12,2,0,3,12
TA_Average-Regular_Approach1,8,1,0,3,12
TIA_Average-Regular_Approach1,21,4,0,9,21
TIA_Average-Regular_Approach1,8,1,0,9,21
TIA_Average-Regular_Approach1,14,2,0,9,21
TIA_Average-Regular_Approach1,19,3,0,9,21
TLV_Average-Regular_Approach1,18,3,0,5,18
TLV_Average-Regular_Approach1,10,1,0,5,18
TLV_Average-Regular_Approach1,16,2,0,5,18
SD_Average-Regular_Approach1,4,1,0,2,4
SDF_Average-Regular_Approach1,8,2,0,4,8
SDF_Average-Regular_Approach1,4,1,0,4,8
TRD_Average-Regular_Approach1,5,2,0,2,5
TRD_Average-Regular_Approach1,3,1,0,2,5
TS_Average-Regular_Approach1,2,1,0,1,2
TSM_Average-Regular_Approach1,10,3,0,5,10
TSM_Average-Regular_Approach1,4,1,0,5,10
TSM_Average-Regular_Approach1,8,2,0,5,10
TU_Average-Regular_Approach1,8,2,0,3,8
TU_Average-Regular_Approach1,6,1,0,3,8
UA_Average-Regular_Approach1,20,4,0,7,20
UA_Average-Regular_Approach1,8,1,0,7,20
UA_Average-Regular_Approach1,16,3,0,7,20
UA_Average-Regular_Approach1,12,2,0,7,20
UAV_Average-Regular_Approach1,27,4,0,7,27
UAV_Average-Regular_Approach1,10,1,0,7,27
UAV_Average-Regular_Approach1,18,2,0,7,27
UAV_Average-Regular_Approach1,23,3,0,7,27
UIN_Average-Regular_Approach1,12,2,0,5,16
UIN_Average-Regular_Approach1,8,1,0,5,16
UJ_Average-Regular_Approach1,16,3,0,6,16
UJ_Average-Regular_Approach1,10,1,0,6,16
UJ_Average-Regular_Approach1,14,2,0,6,16
UNY_Average-Regular_Approach1,21,3,0,7,23
UNY_Average-Regular_Approach1,10,1,0,7,23
UNY_Average-Regular_Approach1,17,2,0,7,23
UP_Average-Regular_Approach1,4,1,0,2,4
UPJ_Average-Regular_Approach1,8,2,0,3,8
UPJ_Average-Regular_Approach1,6,1,0,3,8
VNM_Average-Regular_Approach1,35,5,0,12,39
VNM_Average-Regular_Approach1,11,1,0,12,39
VNM_Average-Regular_Approach1,27,3,0,12,39
VNM_Average-Regular_Approach1,21,2,0,12,39
VNM_Average-Regular_Approach1,33,4,0,12,39
VQ_Average-Regular_Approach1,13,3,0,4,13
VQ_Average-Regular_Approach1,9,1,0,4,13
VQ_Average-Regular_Approach1,11,2,0,4,13
VUJ_Average-Regular_Approach1,34,6,0,11,34
VUJ_Average-Regular_Approach1,10,1,0,11,34
VUJ_Average-Regular_Approach1,20,2,0,11,34
VUJ_Average-Regular_Approach1,30,4,0,11,34
VUJ_Average-Regular_Approach1,26,3,0,11,34
VUJ_Average-Regular_Approach1,32,5,0,11,34
WD_Average-Regular_Approach1,29,7,0,9,29
WD_Average-Regular_Approach1,21,3,0,9,29
WD_Average-Regular_Approach1,17,2,0,9,29
WD_Average-Regular_Approach1,9,1,0,9,29
WD_Average-Regular_Approach1,25,5,0,9,29
WD_Average-Regular_Approach1,23,4,0,9,29
WD_Average-Regular_Approach1,27,6,0,9,29
WF_Average-Regular_Approach1,33,7,0,11,33
WF_Average-Regular_Approach1,29,5,0,11,33
WF_Average-Regular_Approach1,25,3,0,11,33
WF_Average-Regular_Approach1,9,1,0,11,33
WF_Average-Regular_Approach1,17,2,0,11,33
WF_Average-Regular_Approach1,27,4,0,11,33
WF_Average-Regular_Approach1,31,6,0,11,33
WFD_Average-Regular_Approach1,39,8,0,12,39
WFD_Average-Regular_Approach1,9,1,0,12,39
WFD_Average-Regular_Approach1,17,2,0,12,39
WFD_Average-Regular_Approach1,23,3,0,12,39
WFD_Average-Regular_Approach1,32,5,0,12,39
WFD_Average-Regular_Approach1,29,4,0,12,39
WFD_Average-Regular_Approach1,35,6,0,12,39
WFD_Average-Regular_Approach1,37,7,0,12,39
WG_Average-Regular_Approach1,20,4,0,6,20
WG_Average-Regular_Approach1,8,1,0,6,20
WG_Average-Regular_Approach1,18,3,0,6,20
WG_Average-Regular_Approach1,16,2,0,6,20
WI_Average-Regular_Approach1,29,6,0,9,29
WI_Average-Regular_Approach1,9,1,0,9,29
WI_Average-Regular_Approach1,17,2,0,9,29
WI_Average-Regular_Approach1,27,5,0,9,29
WI_Average-Regular_Approach1,25,4,0,9,29
WI_Average-Regular_Approach1,23,3,0,9,29
WJ_Average-Regular_Approach1,38,7,0,13,38
WJ_Average-Regular_Approach1,20,2,0,13,38
WJ_Average-Regular_Approach1,12,1,0,13,38
WJ_Average-Regular_Approach1,25,3,0,13,38
WJ_Average-Regular_Approach1,36,6,0,13,38
WJ_Average-Regular_Approach1,32,5,0,13,38
WJ_Average-Regular_Approach1,30,4,0,13,38
WM_Average-Regular_Approach1,37,7,0,12,37
WM_Average-Regular_Approach1,25,3,0,12,37
WM_Average-Regular_Approach1,10,1,0,12,37
WM_Average-Regular_Approach1,18,2,0,12,37
WM_Average-Regular_Approach1,29,4,0,12,37
WM_Average-Regular_Approach1,35,6,0,12,37
WM_Average-Regular_Approach1,33,5,0,12,37
WP_Average-Regular_Approach1,32,7,0,10,32
WP_Average-Regular_Approach1,18,2,0,10,32
WP_Average-Regular_Approach1,10,1,0,10,32
WP_Average-Regular_Approach1,26,4,0,10,32
WP_Average-Regular_Approach1,28,5,0,10,32
WP_Average-Regular_Approach1,24,3,0,10,32
WP_Average-Regular_Approach1,30,6,0,10,32
WPG_Average-Regular_Approach1,32,7,0,10,32
WPG_Average-Regular_Approach1,10,1,0,10,32
WPG_Average-Regular_Approach1,24,3,0,10,32
WPG_Average-Regular_Approach1,18,2,0,10,32
WPG_Average-Regular_Approach1,28,5,0,10,32
WPG_Average-Regular_Approach1,30,6,0,10,32
WPG_Average-Regular_Approach1,26,4,0,10,32
WQ_Average-Regular_Approach1,24,6,0,8,24
WQ_Average-Regular_Approach1,8,1,0,8,24
WQ_Average-Regular_Approach1,20,4,0,8,24
WQ_Average-Regular_Approach1,22,5,0,8,24
WQ_Average-Regular_Approach1,18,3,0,8,24
WQ_Average-Regular_Approach1,16,2,0,8,24
WW_Average-Regular_Approach1,41,8,0,12,41
WW_Average-Regular_Approach1,9,1,0,12,41
WW_Average-Regular_Approach1,17,2,0,12,41
WW_Average-Regular_Approach1,25,3,0,12,41
WW_Average-Regular_Approach1,35,5,0,12,41
WW_Average-Regular_Approach1,37,6,0,12,41
WW_Average-Regular_Approach1,39,7,0,12,41
WW_Average-Regular_Approach1,33,4,0,12,41
WWA_Average-Regular_Approach1,53,11,0,15,53
WWA_Average-Regular_Approach1,9,1,0,15,53
WWA_Average-Regular_Approach1,17,2,0,15,53
WWA_Average-Regular_Approach1,25,3,0,15,53
WWA_Average-Regular_Approach1,45,7,0,15,53
WWA_Average-Regular_Approach1,37,5,0,15,53
WWA_Average-Regular_Approach1,41,6,0,15,53
WWA_Average-Regular_Approach1,33,4,0,15,53
WWA_Average-Regular_Approach1,47,8,0,15,53
WWA_Average-Regular_Approach1,49,9,0,15,53
WWA_Average-Regular_Approach1,51,10,0,15,53
XBL_Average-Regular_Approach1,34,7,0,13,34
XBL_Average-Regular_Approach1,16,2,0,13,34
XBL_Average-Regular_Approach1,10,1,0,13,34
XBL_Average-Regular_Approach1,21,3,0,13,34
XBL_Average-Regular_Approach1,25,4,0,13,34
XBL_Average-Regular_Approach1,32,6,0,13,34
XBL_Average-Regular_Approach1,29,5,0,13,34
XGU_Average-Regular_Approach1,10,2,0,3,10
XGU_Average-Regular_Approach1,8,1,0,3,10
XIT_Average-Regular_Approach1,31,5,0,10,31
XIT_Average-Regular_Approach1,16,2,0,10,31
XIT_Average-Regular_Approach1,9,1,0,10,31
XIT_Average-Regular_Approach1,22,3,0,10,31
XIT_Average-Regular_Approach1,27,4,0,10,31
XJ_Average-Regular_Approach1,24,4,0,8,24
XJ_Average-Regular_Approach1,13,1,0,8,24
XJ_Average-Regular_Approach1,18,2,0,8,24
XJ_Average-Regular_Approach1,21,3,0,8,24
XL_Average-Regular_Approach1,34,6,0,11,34
XL_Average-Regular_Approach1,12,1,0,11,34
XL_Average-Regular_Approach1,23,3,0,11,34
XL_Average-Regular_Approach1,18,2,0,11,34
XL_Average-Regular_Approach1,31,5,0,11,34
XL_Average-Regular_Approach1,28,4,0,11,34
XMA_Average-Regular_Approach1,41,7,0,14,41
XMA_Average-Regular_Approach1,9,1,0,14,41
XMA_Average-Regular_Approach1,17,2,0,14,41
XMA_Average-Regular_Approach1,38,6,0,14,41
XMA_Average-Regular_Approach1,25,3,0,14,41
XMA_Average-Regular_Approach1,30,4,0,14,41
XMA_Average-Regular_Approach1,34,5,0,14,41
XP_Average-Regular_Approach1,34,6,0,11,34
XP_Average-Regular_Approach1,12,1,0,11,34
XP_Average-Regular_Approach1,23,3,0,11,34
XP_Average-Regular_Approach1,18,2,0,11,34
XP_Average-Regular_Approach1,28,4,0,11,34
XP_Average-Regular_Approach1,32,5,0,11,34
XRT_Average-Regular_Approach1,33,6,0,11,33
XRT_Average-Regular_Approach1,9,1,0,11,33
XRT_Average-Regular_Approach1,28,4,0,11,33
XRT_Average-Regular_Approach1,17,2,0,11,33
XRT_Average-Regular_Approach1,23,3,0,11,33
XRT_Average-Regular_Approach1,31,5,0,11,33
XT_Average-Regular_Approach1,9,1,0,2,9
XWI_Average-Regular_Approach1,37,6,0,10,37
XWI_Average-Regular_Approach1,10,1,0,10,37
XWI_Average-Regular_Approach1,19,2,0,10,37
XWI_Average-Regular_Approach1,27,3,0,10,37
XWI_Average-Regular_Approach1,35,5,0,10,37
XWI_Average-Regular_Approach1,33,4,0,10,37
XXW_Average-Regular_Approach1,38,7,0,12,38
XXW_Average-Regular_Approach1,17,2,0,12,38
XXW_Average-Regular_Approach1,9,1,0,12,38
XXW_Average-Regular_Approach1,25,3,0,12,38
XXW_Average-Regular_Approach1,34,5,0,12,38
XXW_Average-Regular_Approach1,36,6,0,12,38
XXW_Average-Regular_Approach1,31,4,0,12,38
YDH_Average-Regular_Approach1,17,4,0,6,17
YDH_Average-Regular_Approach1,8,1,0,6,17
YDH_Average-Regular_Approach1,13,2,0,6,17
YDH_Average-Regular_Approach1,15,3,0,6,17
YUT_Average-Regular_Approach1,16,3,0,6,16
YUT_Average-Regular_Approach1,6,1,0,6,16
YUT_Average-Regular_Approach1,11,2,0,6,16
YXW_Average-Regular_Approach1,39,7,0,12,39
YXW_Average-Regular_Approach1,18,2,0,12,39
YXW_Average-Regular_Approach1,26,3,0,12,39
YXW_Average-Regular_Approach1,9,1,0,12,39
YXW_Average-Regular_Approach1,31,4,0,12,39
YXW_Average-Regular_Approach1,35,5,0,12,39
YXW_Average-Regular_Approach1,37,6,0,12,39
ZCI_Average-Regular_Approach1,10,3,0,6,12
ZCI_Average-Regular_Approach1,4,1,0,6,12
ZCI_Average-Regular_Approach1,8,2,0,6,12
ZGC_Average-Regular_Approach1,16,5,0,8,16
ZGC_Average-Regular_Approach1,8,2,0,8,16
ZGC_Average-Regular_Approach1,12,3,0,8,16
ZGC_Average-Regular_Approach1,4,1,0,8,16
ZGC_Average-Regular_Approach1,14,4,0,8,16
ZJY_Average-Regular_Approach1,30,6,0,10,30
ZJY_Average-Regular_Approach1,8,1,0,10,30
ZJY_Average-Regular_Approach1,20,3,0,10,30
ZJY_Average-Regular_Approach1,27,5,0,10,30
ZJY_Average-Regular_Approach1,15,2,0,10,30
ZJY_Average-Regular_Approach1,24,4,0,10,30
ZOZ_Average-Regular_Approach1,15,4,0,7,15
ZOZ_Average-Regular_Approach1,5,1,0,7,15
ZOZ_Average-Regular_Approach1,9,2,0,7,15
ZOZ_Average-Regular_Approach1,13,3,0,7,15
ZSM_Average-Regular_Approach1,14,3,0,7,14
ZSM_Average-Regular_Approach1,6,1,0,7,14
ZSM_Average-Regular_Approach1,10,2,0,7,14
A_arial_Approach1,6,2,0,3,6
A_arial_Approach1,4,1,0,3,6
ACI_arial_Approach1,38,9,0,16,40
ACI_arial_Approach1,11,1,0,16,40
ACI_arial_Approach1,19,2,0,16,40
ACI_arial_Approach1,30,5,0,16,40
ACI_arial_Approach1,32,6,0,16,40
ACI_arial_Approach1,36,8,0,16,40
ACI_arial_Approach1,27,4,0,16,40
ACI_arial_Approach1,24,3,0,16,40
ACI_arial_Approach1,34,7,0,16,40
AEJ_arial_Approach1,18,6,0,9,18
AEJ_arial_Approach1,8,2,0,9,18
AEJ_arial_Approach1,4,1,0,9,18
AEJ_arial_Approach1,14,4,0,9,18
AEJ_arial_Approach1,12,3,0,9,18
AEJ_arial_Approach1,16,5,0,9,18
AEY_arial_Approach1,14,4,0,7,14
AEY_arial_Approach1,4,1,0,7,14
AEY_arial_Approach1,8,2,0,7,14
AEY_arial_Approach1,12,3,0,7,14
AJD_arial_Approach1,12,4,0,7,14
AJD_arial_Approach1,4,1,0,7,14
AJD_arial_Approach1,8,2,0,7,14
AJD_arial_Approach1,10,3,0,7,14
AKV_arial_Approach1,18,5,0,9,18
AKV_arial_Approach1,4,1,0,9,18
AKV_arial_Approach1,8,2,0,9,18
AKV_arial_Approach1,12,3,0,9,18
AKV_arial_Approach1,16,4,0,9,18
ANC_arial_Approach1,28,9,0,13,28
ANC_arial_Approach1,6,1,0,13,28
ANC_arial_Approach1,10,2,0,13,28
ANC_arial_Approach1,14,3,0,13,28
ANC_arial_Approach1,20,5,0,13,28
ANC_arial_Approach1,22,6,0,13,28
ANC_arial_Approach1,26,8,0,13,28
ANC_arial_Approach1,18,4,0,13,28
ANC_arial_Approach1,24,7,0,13,28
AOQ_arial_Approach1,28,5,0,12,30
AOQ_arial_Approach1,11,1,0,12,30
AOQ_arial_Approach1,19,2,0,12,30
AOQ_arial_Approach1,24,3,0,12,30
AOQ_arial_Approach1,26,4,0,12,30
ARV_arial_Approach1,14,4,0,7,14
ARV_arial_Approach1,4,1,0,7,14
ARV_arial_Approach1,8,2,0,7,14
ARV_arial_Approach1,12,3,0,7,14
AW_arial_Approach1,22,4,0,7,22
AW_arial_Approach1,8,1,0,7,22
AW_arial_Approach1,16,2,0,7,22
AW_arial_Approach1,20,3,0,7,22
AX_arial_Approach1,18,4,0,7,18
AX_arial_Approach1,8,1,0,7,18
AX_arial_Approach1,12,2,0,7,18
AX_arial_Approach1,16,3,0,7,18
AXF_arial_Approach1,26,5,0,9,26
AXF_arial_Approach1,8,1,0,9,26
AXF_arial_Approach1,16,2,0,9,26
AXF_arial_Approach1,20,3,0,9,26
AXF_arial_Approach1,24,4,0,9,26
AZ_arial_Approach1,18,4,0,8,21
AZ_arial_Approach1,6,1,0,8,21
AZ_arial_Approach1,10,2,0,8,21
AZ_arial_Approach1,14,3,0,8,21
AZH_arial_Approach1,21,5,0,10,24
AZH_arial_Approach1,8,1,0,10,24
AZH_arial_Approach1,12,2,0,10,24
AZH_arial_Approach1,16,3,0,10,24
AZH_arial_Approach1,19,4,0,10,24
AT_arial_Approach1,6,2,0,3,6
AT_arial_Approach1,4,1,0,3,6
AJQ_arial_Approach1,33,8,0,15,35
AJQ_arial_Approach1,12,1,0,15,35
AJQ_arial_Approach1,16,2,0,15,35
AJQ_arial_Approach1,27,5,0,15,35
AJQ_arial_Approach1,20,3,0,15,35
AJQ_arial_Approach1,31,7,0,15,35
AJQ_arial_Approach1,24,4,0,15,35
AJQ_arial_Approach1,29,6,0,15,35
BEV_arial_Approach1,15,3,0,7,20
BEV_arial_Approach1,11,1,0,7,20
BEV_arial_Approach1,13,2,0,7,20
BKQ_arial_Approach1,25,9,0,13,29
BKQ_arial_Approach1,10,2,0,13,29
BKQ_arial_Approach1,5,1,0,13,29
BKQ_arial_Approach1,13,3,0,13,29
BKQ_arial_Approach1,19,6,0,13,29
BKQ_arial_Approach1,15,4,0,13,29
BKQ_arial_Approach1,23,8,0,13,29
BKQ_arial_Approach1,17,5,0,13,29
BKQ_arial_Approach1,21,7,0,13,29
BLC_arial_Approach1,29,6,0,13,33
BLC_arial_Approach1,13,1,0,13,33
BLC_arial_Approach1,27,5,0,13,33
BLC_arial_Approach1,25,4,0,13,33
BLC_arial_Approach1,23,3,0,13,33
BLC_arial_Approach1,21,2,0,13,33
BO_arial_Approach1,12,4,0,7,19
BO_arial_Approach1,6,1,0,7,19
BO_arial_Approach1,8,2,0,7,19
BO_arial_Approach1,10,3,0,7,19
BTM_arial_Approach1,17,3,0,5,17
BTM_arial_Approach1,10,1,0,5,17
BTM_arial_Approach1,15,2,0,5,17
BVD_arial_Approach1,12,4,0,5,12
BVD_arial_Approach1,6,1,0,5,12
BVD_arial_Approach1,10,3,0,5,12
BVD_arial_Approach1,8,2,0,5,12
BOC_arial_Approach1,22,8,0,13,33
BOC_arial_Approach1,6,1,0,13,33
BOC_arial_Approach1,12,3,0,13,33
BOC_arial_Approach1,14,4,0,13,33
BOC_arial_Approach1,16,5,0,13,33
BOC_arial_Approach1,20,7,0,13,33
BOC_arial_Approach1,9,2,0,13,33
BOC_arial_Approach1,18,6,0,13,33
CBS_arial_Approach1,53,11,0,24,62
CBS_arial_Approach1,31,4,0,24,62
CBS_arial_Approach1,13,1,0,24,62
CBS_arial_Approach1,39,6,0,24,62
CBS_arial_Approach1,46,8,0,24,62
CBS_arial_Approach1,26,3,0,24,62
CBS_arial_Approach1,21,2,0,24,62
CBS_arial_Approach1,49,9,0,24,62
CBS_arial_Approach1,35,5,0,24,62
CBS_arial_Approach1,51,10,0,24,62
CBS_arial_Approach1,43,7,0,24,62
CGY_arial_Approach1,8,2,0,4,8
CGY_arial_Approach1,4,1,0,4,8
CIO_arial_Approach1,23,6,0,10,27
CIO_arial_Approach1,9,1,0,10,27
CIO_arial_Approach1,13,2,0,10,27
CIO_arial_Approach1,16,3,0,10,27
CIO_arial_Approach1,21,5,0,10,27
CIO_arial_Approach1,19,4,0,10,27
COP_arial_Approach1,19,4,0,8,23
COP_arial_Approach1,9,1,0,8,23
COP_arial_Approach1,13,2,0,8,23
COP_arial_Approach1,16,3,0,8,23
CRK_arial_Approach1,45,11,0,19,50
CRK_arial_Approach1,15,2,0,19,50
CRK_arial_Approach1,35,7,0,19,50
CRK_arial_Approach1,38,8,0,19,50
CRK_arial_Approach1,10,1,0,19,50
CRK_arial_Approach1,41,9,0,19,50
CRK_arial_Approach1,20,3,0,19,50
CRK_arial_Approach1,28,5,0,19,50
CRK_arial_Approach1,24,4,0,19,50
CRK_arial_Approach1,43,10,0,19,50
CRK_arial_Approach1,32,6,0,19,50
CU_arial_Approach1,17,6,0,7,19
CU_arial_Approach1,4,1,0,7,19
CU_arial_Approach1,10,3,0,7,19
CU_arial_Approach1,7,2,0,7,19
CU_arial_Approach1,15,5,0,7,19
CU_arial_Approach1,13,4,0,7,19
CUH_arial_Approach1,17,6,0,7,19
CUH_arial_Approach1,4,1,0,7,19
CUH_arial_Approach1,10,3,0,7,19
CUH_arial_Approach1,7,2,0,7,19
CUH_arial_Approach1,13,4,0,7,19
CUH_arial_Approach1,15,5,0,7,19
CV_arial_Approach1,16,5,0,7,16
CV_arial_Approach1,9,1,0,7,16
CV_arial_Approach1,14,3,0,7,16
CV_arial_Approach1,12,2,0,7,16
CWC_arial_Approach1,37,8,0,13,37
CWC_arial_Approach1,9,1,0,13,37
CWC_arial_Approach1,23,3,0,13,37
CWC_arial_Approach1,18,2,0,13,37
CWC_arial_Approach1,28,4,0,13,37
CWC_arial_Approach1,31,5,0,13,37
CWC_arial_Approach1,35,7,0,13,37
CWC_arial_Approach1,33,6,0,13,37
CXS_arial_Approach1,16,4,0,8,16
CXS_arial_Approach1,4,1,0,8,16
CXS_arial_Approach1,12,3,0,8,16
CXS_arial_Approach1,8,2,0,8,16
CVG_arial_Approach1,14,3,0,7,16
CVG_arial_Approach1,9,1,0,7,16
CVG_arial_Approach1,12,2,0,7,16
DAQ_arial_Approach1,37,5,0,13,39
DAQ_arial_Approach1,12,1,0,13,39
DAQ_arial_Approach1,24,2,0,13,39
DAQ_arial_Approach1,33,4,0,13,39
DAQ_arial_Approach1,29,3,0,13,39
DCJ_arial_Approach1,22,8,0,10,22
DCJ_arial_Approach1,8,2,0,10,22
DCJ_arial_Approach1,14,4,0,10,22
DCJ_arial_Approach1,4,1,0,10,22
DCJ_arial_Approach1,18,6,0,10,22
DCJ_arial_Approach1,16,5,0,10,22
DCJ_arial_Approach1,11,3,0,10,22
DCJ_arial_Approach1,20,7,0,10,22
DGC_arial_Approach1,18,6,0,9,21
DGC_arial_Approach1,6,1,0,9,21
DGC_arial_Approach1,10,2,0,9,21
DGC_arial_Approach1,16,5,0,9,21
DGC_arial_Approach1,12,3,0,9,21
DGC_arial_Approach1,14,4,0,9,21
DGH_arial_Approach1,32,6,0,13,32
DGH_arial_Approach1,13,1,0,13,32
DGH_arial_Approach1,28,4,0,13,32
DGH_arial_Approach1,19,2,0,13,32
DGH_arial_Approach1,24,3,0,13,32
DGH_arial_Approach1,30,5,0,13,32
DI_arial_Approach1,12,4,0,6,12
DI_arial_Approach1,4,1,0,6,12
DI_arial_Approach1,8,2,0,6,12
DI_arial_Approach1,10,3,0,6,12
DIH_arial_Approach1,11,5,0,6,13
DIH_arial_Approach1,3,1,0,6,13
DIH_arial_Approach1,5,2,0,6,13
DIH_arial_Approach1,7,3,0,6,13
DIH_arial_Approach1,9,4,0,6,13
DJI_arial_Approach1,4,1,0,2,4
DMF_arial_Approach1,20,3,0,7,20
DMF_arial_Approach1,10,1,0,7,20
DMF_arial_Approach1,16,2,0,7,20
DMP_arial_Approach1,18,4,0,8,20
DMP_arial_Approach1,8,1,0,8,20
DMP_arial_Approach1,12,2,0,8,20
DMP_arial_Approach1,16,3,0,8,20
DP_arial_Approach1,11,3,0,5,11
DP_arial_Approach1,4,1,0,5,11
DP_arial_Approach1,8,2,0,5,11
DU_arial_Approach1,8,3,0,4,8
DU_arial_Approach1,4,1,0,4,8
DU_arial_Approach1,6,2,0,4,8
DV_arial_Approach1,12,4,0,5,12
DV_arial_Approach1,4,1,0,5,12
DV_arial_Approach1,8,2,0,5,12
DV_arial_Approach1,10,3,0,5,12
EDH_arial_Approach1,16,5,0,8,16
EDH_arial_Approach1,12,3,0,8,16
EDH_arial_Approach1,4,1,0,8,16
EDH_arial_Approach1,8,2,0,8,16
EDH_arial_Approach1,14,4,0,8,16
EHX_arial_Approach1,22,4,0,7,22
EHX_arial_Approach1,8,1,0,7,22
EHX_arial_Approach1,16,2,0,7,22
EHX_arial_Approach1,20,3,0,7,22
EOB_arial_Approach1,20,5,0,8,20
EOB_arial_Approach1,8,1,0,8,20
EOB_arial_Approach1,16,3,0,8,20
EOB_arial_Approach1,13,2,0,8,20
EOB_arial_Approach1,18,4,0,8,20
EP_arial_Approach1,10,2,0,3,10
EP_arial_Approach1,8,1,0,3,10
ER_arial_Approach1,2,1,0,1,2
ETC_arial_Approach1,14,5,0,6,14
ETC_arial_Approach1,6,1,0,6,14
ETC_arial_Approach1,12,4,0,6,14
ETC_arial_Approach1,10,3,0,6,14
ETC_arial_Approach1,8,2,0,6,14
EU_arial_Approach1,9,2,0,3,9
EU_arial_Approach1,7,1,0,3,9
EVG_arial_Approach1,23,3,0,7,23
EVG_arial_Approach1,14,1,0,7,23
EVG_arial_Approach1,20,2,0,7,23
FHP_arial_Approach1,14,2,0,5,14
FHP_arial_Approach1,11,1,0,5,14
FL_arial_Approach1,4,1,0,2,4
FPJ_arial_Approach1,14,3,0,6,14
FPJ_arial_Approach1,10,1,0,6,14
FPJ_arial_Approach1,12,2,0,6,14
FSB_arial_Approach1,42,8,0,18,44
FSB_arial_Approach1,17,2,0,18,44
FSB_arial_Approach1,23,3,0,18,44
FSB_arial_Approach1,9,1,0,18,44
FSB_arial_Approach1,29,4,0,18,44
FSB_arial_Approach1,34,5,0,18,44
FSB_arial_Approach1,40,7,0,18,44
FSB_arial_Approach1,38,6,0,18,44
FUX_arial_Approach1,18,3,0,7,18
FUX_arial_Approach1,10,1,0,7,18
FUX_arial_Approach1,14,2,0,7,18
GC_arial_Approach1,8,4,0,5,12
GC_arial_Approach1,2,1,0,5,12
GC_arial_Approach1,4,2,0,5,12
GC_arial_Approach1,6,3,0,5,12
GD_arial_Approach1,15,4,0,8,17
GD_arial_Approach1,8,1,0,8,17
GD_arial_Approach1,13,3,0,8,17
GD_arial_Approach1,11,2,0,8,17
GEZ_arial_Approach1,32,7,0,13,35
GEZ_arial_Approach1,13,1,0,13,35
GEZ_arial_Approach1,18,2,0,13,35
GEZ_arial_Approach1,23,3,0,13,35
GEZ_arial_Approach1,30,6,0,13,35
GEZ_arial_Approach1,26,4,0,13,35
GEZ_arial_Approach1,28,5,0,13,35
GHJ_arial_Approach1,17,5,0,7,17
GHJ_arial_Approach1,6,1,0,7,17
GHJ_arial_Approach1,10,2,0,7,17
GHJ_arial_Approach1,13,3,0,7,17
GHJ_arial_Approach1,15,4,0,7,17
GM_arial_Approach1,23,4,0,8,25
GM_arial_Approach1,11,1,0,8,25
GM_arial_Approach1,17,2,0,8,25
GM_arial_Approach1,21,3,0,8,25
GMU_arial_Approach1,23,4,0,8,25
GMU_arial_Approach1,11,1,0,8,25
GMU_arial_Approach1,17,2,0,8,25
GMU_arial_Approach1,21,3,0,8,25
GPS_arial_Approach1,32,7,0,12,32
GPS_arial_Approach1,10,1,0,12,32
GPS_arial_Approach1,16,2,0,12,32
GPS_arial_Approach1,21,3,0,12,32
GPS_arial_Approach1,25,4,0,12,32
GPS_arial_Approach1,30,6,0,12,32
GPS_arial_Approach1,28,5,0,12,32
GTB_arial_Approach1,10,3,0,5,10
GTB_arial_Approach1,4,1,0,5,10
GTB_arial_Approach1,8,2,0,5,10
GWG_arial_Approach1,41,8,0,13,41
GWG_arial_Approach1,10,1,0,13,41
GWG_arial_Approach1,18,2,0,13,41
GWG_arial_Approach1,25,3,0,13,41
GWG_arial_Approach1,31,4,0,13,41
GWG_arial_Approach1,34,5,0,13,41
GWG_arial_Approach1,37,6,0,13,41
GWG_arial_Approach1,39,7,0,13,41
HKD_arial_Approach1,14,5,0,7,16
HKD_arial_Approach1,6,1,0,7,16
HKD_arial_Approach1,10,3,0,7,16
HKD_arial_Approach1,8,2,0,7,16
HKD_arial_Approach1,12,4,0,7,16
HO_arial_Approach1,8,2,0,4,8
HO_arial_Approach1,4,1,0,4,8
HBV_arial_Approach1,11,4,0,6,16
HBV_arial_Approach1,5,1,0,6,16
HBV_arial_Approach1,7,2,0,6,16
HBV_arial_Approach1,9,3,0,6,16
IA_arial_Approach1,10,3,0,5,10
IA_arial_Approach1,4,1,0,5,10
IA_arial_Approach1,8,2,0,5,10
IBY_arial_Approach1,8,2,0,4,8
IBY_arial_Approach1,4,1,0,4,8
IC_arial_Approach1,12,4,0,6,12
IC_arial_Approach1,4,1,0,6,12
IC_arial_Approach1,8,2,0,6,12
IC_arial_Approach1,10,3,0,6,12
IN_arial_Approach1,8,1,0,3,10
IP_arial_Approach1,2,1,0,2,4
IZ_arial_Approach1,10,2,0,3,10
IZ_arial_Approach1,7,1,0,3,10
JA_arial_Approach1,22,5,0,10,22
JA_arial_Approach1,10,1,0,10,22
JA_arial_Approach1,15,2,0,10,22
JA_arial_Approach1,18,3,0,10,22
JA_arial_Approach1,20,4,0,10,22
JB_arial_Approach1,4,2,0,2,4
JB_arial_Approach1,2,1,0,2,4
JBR_arial_Approach1,16,7,0,9,21
JBR_arial_Approach1,6,2,0,9,21
JBR_arial_Approach1,8,3,0,9,21
JBR_arial_Approach1,3,1,0,9,21
JBR_arial_Approach1,10,4,0,9,21
JBR_arial_Approach1,12,5,0,9,21
JBR_arial_Approach1,14,6,0,9,21
JC_arial_Approach1,27,8,0,12,29
