letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight
JC_arial_Approach1,8,1,0,12,29
JC_arial_Approach1,13,2,0,12,29
JC_arial_Approach1,21,5,0,12,29
JC_arial_Approach1,25,7,0,12,29
JC_arial_Approach1,19,4,0,12,29
JC_arial_Approach1,23,6,0,12,29
JC_arial_Approach1,17,3,0,12,29
JCD_arial_Approach1,49,13,0,21,54
JCD_arial_Approach1,54,14,1,21,54
JCD_arial_Approach1,14,2,0,21,54
JCD_arial_Approach1,19,3,0,21,54
JCD_arial_Approach1,24,4,0,21,54
JCD_arial_Approach1,8,1,0,21,54
JCD_arial_Approach1,38,8,0,21,54
JCD_arial_Approach1,35,7,0,21,54
JCD_arial_Approach1,28,5,0,21,54
JCD_arial_Approach1,32,6,0,21,54
JCD_arial_Approach1,43,10,0,21,54
JCD_arial_Approach1,47,12,0,21,54
JCD_arial_Approach1,41,9,0,21,54
JCD_arial_Approach1,45,11,0,21,54
JD_arial_Approach1,6,3,0,4,8
JD_arial_Approach1,4,2,0,4,8
JD_arial_Approach1,2,1,0,4,8
JHR_arial_Approach1,7,3,0,4,11
JHR_arial_Approach1,3,1,0,4,11
JHR_arial_Approach1,5,2,0,4,11
JJ_arial_Approach1,11,5,0,6,15
JJ_arial_Approach1,3,1,0,6,15
JJ_arial_Approach1,5,2,0,6,15
JJ_arial_Approach1,9,4,0,6,15
JJ_arial_Approach1,7,3,0,6,15
JNY_arial_Approach1,18,6,0,8,18
JNY_arial_Approach1,6,1,0,8,18
JNY_arial_Approach1,10,2,0,8,18
JNY_arial_Approach1,16,5,0,8,18
JNY_arial_Approach1,14,4,0,8,18
JNY_arial_Approach1,12,3,0,8,18
JO_arial_Approach1,12,4,0,5,12
JO_arial_Approach1,6,1,0,5,12
JO_arial_Approach1,8,2,0,5,12
JO_arial_Approach1,10,3,0,5,12
JRA_arial_Approach1,30,8,0,13,30
JRA_arial_Approach1,10,1,0,13,30
JRA_arial_Approach1,15,2,0,13,30
JRA_arial_Approach1,22,4,0,13,30
JRA_arial_Approach1,24,5,0,13,30
JRA_arial_Approach1,26,6,0,13,30
JRA_arial_Approach1,28,7,0,13,30
JRA_arial_Approach1,20,3,0,13,30
JXD_arial_Approach1,23,6,0,10,25
JXD_arial_Approach1,8,1,0,10,25
JXD_arial_Approach1,13,2,0,10,25
JXD_arial_Approach1,21,5,0,10,25
JXD_arial_Approach1,17,3,0,10,25
JXD_arial_Approach1,19,4,0,10,25
KGO_arial_Approach1,14,5,0,8,17
KGO_arial_Approach1,4,1,0,8,17
KGO_arial_Approach1,8,2,0,8,17
KGO_arial_Approach1,12,4,0,8,17
KGO_arial_Approach1,10,3,0,8,17
KIW_arial_Approach1,28,4,0,8,28
KIW_arial_Approach1,24,3,0,8,28
KIW_arial_Approach1,16,2,0,8,28
KIW_arial_Approach1,8,1,0,8,28
KJ_arial_Approach1,12,5,0,6,12
KJ_arial_Approach1,4,1,0,6,12
KJ_arial_Approach1,6,2,0,6,12
KJ_arial_Approach1,8,3,0,6,12
KJ_arial_Approach1,10,4,0,6,12
KJP_arial_Approach1,14,6,0,8,16
KJP_arial_Approach1,6,2,0,8,16
KJP_arial_Approach1,10,4,0,8,16
KJP_arial_Approach1,8,3,0,8,16
KJP_arial_Approach1,4,1,0,8,16
KJP_arial_Approach1,12,5,0,8,16
KJQ_arial_Approach1,35,10,0,16,37
KJQ_arial_Approach1,13,1,0,16,37
KJQ_arial_Approach1,17,2,0,16,37
KJQ_arial_Approach1,27,6,0,16,37
KJQ_arial_Approach1,25,5,0,16,37
KJQ_arial_Approach1,21,3,0,16,37
KJQ_arial_Approach1,31,8,0,16,37
KJQ_arial_Approach1,29,7,0,16,37
KJQ_arial_Approach1,33,9,0,16,37
KJQ_arial_Approach1,23,4,0,16,37
KQF_arial_Approach1,16,5,0,9,18
KQF_arial_Approach1,6,1,0,9,18
KQF_arial_Approach1,10,2,0,9,18
KQF_arial_Approach1,12,3,0,9,18
KQF_arial_Approach1,14,4,0,9,18
LAC_arial_Approach1,23,6,0,11,25
LAC_arial_Approach1,11,1,0,11,25
LAC_arial_Approach1,19,4,0,11,25
LAC_arial_Approach1,15,2,0,11,25
LAC_arial_Approach1,17,3,0,11,25
LAC_arial_Approach1,21,5,0,11,25
LBP_arial_Approach1,14,4,0,8,19
LBP_arial_Approach1,8,1,0,8,19
LBP_arial_Approach1,12,3,0,8,19
LBP_arial_Approach1,10,2,0,8,19
LZT_arial_Approach1,13,2,0,5,13
LZT_arial_Approach1,7,1,0,5,13
LWC_arial_Approach1,21,5,0,7,21
LWC_arial_Approach1,8,1,0,7,21
LWC_arial_Approach1,19,4,0,7,21
LWC_arial_Approach1,17,3,0,7,21
LWC_arial_Approach1,15,2,0,7,21
MB_arial_Approach1,8,1,0,2,8
MMK_arial_Approach1,22,5,0,8,24
MMK_arial_Approach1,8,1,0,8,24
MMK_arial_Approach1,16,2,0,8,24
MMK_arial_Approach1,20,4,0,8,24
MMK_arial_Approach1,18,3,0,8,24
MNW_arial_Approach1,30,4,0,8,30
MNW_arial_Approach1,24,3,0,8,30
MNW_arial_Approach1,16,2,0,8,30
MNW_arial_Approach1,8,1,0,8,30
MP_arial_Approach1,10,2,0,4,12
MP_arial_Approach1,8,1,0,4,12
MY_arial_Approach1,12,2,0,4,12
MY_arial_Approach1,8,1,0,4,12
NB_arial_Approach1,4,2,0,2,4
NB_arial_Approach1,2,1,0,2,4
ND_arial_Approach1,4,2,0,4,9
ND_arial_Approach1,2,1,0,4,9
NJY_arial_Approach1,28,6,0,12,28
NJY_arial_Approach1,8,1,0,12,28
NJY_arial_Approach1,16,2,0,12,28
NJY_arial_Approach1,20,3,0,12,28
NJY_arial_Approach1,26,5,0,12,28
NJY_arial_Approach1,24,4,0,12,28
NPP_arial_Approach1,11,4,0,5,14
NPP_arial_Approach1,5,1,0,5,14
NPP_arial_Approach1,7,2,0,5,14
NPP_arial_Approach1,9,3,0,5,14
NUO_arial_Approach1,18,6,0,8,18
NUO_arial_Approach1,6,1,0,8,18
NUO_arial_Approach1,10,2,0,8,18
NUO_arial_Approach1,12,3,0,8,18
NUO_arial_Approach1,16,5,0,8,18
NUO_arial_Approach1,14,4,0,8,18
NWF_arial_Approach1,31,4,0,8,31
NWF_arial_Approach1,10,1,0,8,31
NWF_arial_Approach1,19,2,0,8,31
NWF_arial_Approach1,27,3,0,8,31
NWW_arial_Approach1,48,6,0,13,48
NWW_arial_Approach1,36,4,0,13,48
NWW_arial_Approach1,28,3,0,13,48
NWW_arial_Approach1,12,1,0,13,48
NWW_arial_Approach1,20,2,0,13,48
NWW_arial_Approach1,44,5,0,13,48
OGB_arial_Approach1,35,8,0,17,43
OGB_arial_Approach1,16,2,0,17,43
OGB_arial_Approach1,9,1,0,17,43
OGB_arial_Approach1,22,3,0,17,43
OGB_arial_Approach1,33,7,0,17,43
OGB_arial_Approach1,26,4,0,17,43
OGB_arial_Approach1,29,5,0,17,43
OGB_arial_Approach1,31,6,0,17,43
OGW_arial_Approach1,41,10,0,17,50
OGW_arial_Approach1,8,1,0,17,50
OGW_arial_Approach1,27,4,0,17,50
OGW_arial_Approach1,16,2,0,17,50
OGW_arial_Approach1,30,5,0,17,50
OGW_arial_Approach1,22,3,0,17,50
OGW_arial_Approach1,33,6,0,17,50
OGW_arial_Approach1,39,9,0,17,50
OGW_arial_Approach1,35,7,0,17,50
OGW_arial_Approach1,37,8,0,17,50
OMJ_arial_Approach1,28,4,0,8,28
OMJ_arial_Approach1,10,1,0,8,28
OMJ_arial_Approach1,18,2,0,8,28
OMJ_arial_Approach1,26,3,0,8,28
OPN_arial_Approach1,20,3,0,7,25
OPN_arial_Approach1,11,1,0,7,25
OPN_arial_Approach1,17,2,0,7,25
P_arial_Approach1,5,1,0,2,5
PAZ_arial_Approach1,16,6,0,8,19
PAZ_arial_Approach1,4,1,0,8,19
PAZ_arial_Approach1,12,4,0,8,19
PAZ_arial_Approach1,8,2,0,8,19
PAZ_arial_Approach1,10,3,0,8,19
PAZ_arial_Approach1,14,5,0,8,19
PD_arial_Approach1,23,6,0,8,23
PD_arial_Approach1,10,1,0,8,23
PD_arial_Approach1,14,2,0,8,23
PD_arial_Approach1,19,4,0,8,23
PD_arial_Approach1,21,5,0,8,23
PD_arial_Approach1,17,3,0,8,23
PI_arial_Approach1,9,1,0,4,9
PJW_arial_Approach1,40,8,0,15,42
PJW_arial_Approach1,12,1,0,15,42
PJW_arial_Approach1,20,2,0,15,42
PJW_arial_Approach1,32,4,0,15,42
PJW_arial_Approach1,27,3,0,15,42
PJW_arial_Approach1,34,5,0,15,42
PJW_arial_Approach1,38,7,0,15,42
PJW_arial_Approach1,36,6,0,15,42
PQW_arial_Approach1,30,6,0,11,30
PQW_arial_Approach1,10,1,0,11,30
PQW_arial_Approach1,22,3,0,11,30
PQW_arial_Approach1,18,2,0,11,30
PQW_arial_Approach1,28,5,0,11,30
PQW_arial_Approach1,26,4,0,11,30
PYE_arial_Approach1,13,4,0,6,13
PYE_arial_Approach1,5,1,0,6,13
PYE_arial_Approach1,9,2,0,6,13
PYE_arial_Approach1,11,3,0,6,13
PYO_arial_Approach1,13,4,0,6,13
PYO_arial_Approach1,5,1,0,6,13
PYO_arial_Approach1,11,3,0,6,13
PYO_arial_Approach1,9,2,0,6,13
Q_arial_Approach1,4,1,0,2,4
QFN_arial_Approach1,17,3,0,6,17
QFN_arial_Approach1,9,1,0,6,17
QFN_arial_Approach1,15,2,0,6,17
QFR_arial_Approach1,6,1,0,3,6
QLZ_arial_Approach1,28,7,0,11,28
QLZ_arial_Approach1,8,1,0,11,28
QLZ_arial_Approach1,15,2,0,11,28
QLZ_arial_Approach1,24,5,0,11,28
QLZ_arial_Approach1,19,3,0,11,28
QLZ_arial_Approach1,26,6,0,11,28
QLZ_arial_Approach1,22,4,0,11,28
QM_arial_Approach1,26,4,0,10,26
QM_arial_Approach1,10,1,0,10,26
QM_arial_Approach1,16,2,0,10,26
QM_arial_Approach1,22,3,0,10,26
QN_arial_Approach1,22,5,0,9,22
QN_arial_Approach1,8,1,0,9,22
QN_arial_Approach1,14,2,0,9,22
QN_arial_Approach1,20,4,0,9,22
QN_arial_Approach1,18,3,0,9,22
QW_arial_Approach1,24,4,0,8,24
QW_arial_Approach1,10,1,0,8,24
QW_arial_Approach1,18,2,0,8,24
QW_arial_Approach1,22,3,0,8,24
QX_arial_Approach1,27,4,0,10,27
QX_arial_Approach1,16,1,0,10,27
QX_arial_Approach1,21,2,0,10,27
QX_arial_Approach1,25,3,0,10,27
QYH_arial_Approach1,16,3,0,7,16
QYH_arial_Approach1,10,1,0,7,16
QYH_arial_Approach1,14,2,0,7,16
QYR_arial_Approach1,16,3,0,7,16
QYR_arial_Approach1,10,1,0,7,16
QYR_arial_Approach1,14,2,0,7,16
QMP_arial_Approach1,24,5,0,11,26
QMP_arial_Approach1,8,1,0,11,26
QMP_arial_Approach1,18,3,0,11,26
QMP_arial_Approach1,14,2,0,11,26
QMP_arial_Approach1,22,4,0,11,26
QPV_arial_Approach1,25,4,0,10,25
QPV_arial_Approach1,9,1,0,10,25
QPV_arial_Approach1,17,2,0,10,25
QPV_arial_Approach1,23,3,0,10,25
RJ_arial_Approach1,2,1,0,1,2
RMJ_arial_Approach1,26,5,0,8,26
RMJ_arial_Approach1,10,1,0,8,26
RMJ_arial_Approach1,16,2,0,8,26
RMJ_arial_Approach1,22,3,0,8,26
RMJ_arial_Approach1,24,4,0,8,26
SF_arial_Approach1,20,5,0,8,20
SF_arial_Approach1,5,1,0,8,20
SF_arial_Approach1,9,2,0,8,20
SF_arial_Approach1,13,3,0,8,20
SF_arial_Approach1,17,4,0,8,20
SH_arial_Approach1,25,5,0,9,25
SH_arial_Approach1,8,1,0,9,25
SH_arial_Approach1,13,2,0,9,25
SH_arial_Approach1,18,3,0,9,25
SH_arial_Approach1,22,4,0,9,25
SL_arial_Approach1,20,5,0,8,20
SL_arial_Approach1,5,1,0,8,20
SL_arial_Approach1,10,2,0,8,20
SL_arial_Approach1,17,4,0,8,20
SL_arial_Approach1,14,3,0,8,20
SNO_arial_Approach1,40,7,0,15,40
SNO_arial_Approach1,12,1,0,15,40
SNO_arial_Approach1,20,2,0,15,40
SNO_arial_Approach1,34,5,0,15,40
SNO_arial_Approach1,28,3,0,15,40
SNO_arial_Approach1,38,6,0,15,40
SNO_arial_Approach1,32,4,0,15,40
SOF_arial_Approach1,31,8,0,14,31
SOF_arial_Approach1,12,2,0,14,31
SOF_arial_Approach1,20,4,0,14,31
SOF_arial_Approach1,24,5,0,14,31
SOF_arial_Approach1,7,1,0,14,31
SOF_arial_Approach1,27,6,0,14,31
SOF_arial_Approach1,16,3,0,14,31
SOF_arial_Approach1,29,7,0,14,31
SOG_arial_Approach1,31,9,0,18,40
SOG_arial_Approach1,6,1,0,18,40
SOG_arial_Approach1,11,2,0,18,40
SOG_arial_Approach1,19,4,0,18,40
SOG_arial_Approach1,15,3,0,18,40
SOG_arial_Approach1,23,5,0,18,40
SOG_arial_Approach1,25,6,0,18,40
SOG_arial_Approach1,29,8,0,18,40
SOG_arial_Approach1,27,7,0,18,40
SOS_arial_Approach1,46,11,0,21,50
SOS_arial_Approach1,15,2,0,21,50
SOS_arial_Approach1,36,7,0,21,50
SOS_arial_Approach1,9,1,0,21,50
SOS_arial_Approach1,42,9,0,21,50
SOS_arial_Approach1,20,3,0,21,50
SOS_arial_Approach1,28,5,0,21,50
SOS_arial_Approach1,32,6,0,21,50
SOS_arial_Approach1,24,4,0,21,50
SOS_arial_Approach1,44,10,0,21,50
SOS_arial_Approach1,39,8,0,21,50
SVY_arial_Approach1,30,6,0,14,35
SVY_arial_Approach1,13,1,0,14,35
SVY_arial_Approach1,22,3,0,14,35
SVY_arial_Approach1,18,2,0,14,35
SVY_arial_Approach1,26,4,0,14,35
SVY_arial_Approach1,28,5,0,14,35
SYZ_arial_Approach1,35,7,0,15,37
SYZ_arial_Approach1,10,1,0,15,37
SYZ_arial_Approach1,18,2,0,15,37
SYZ_arial_Approach1,31,5,0,15,37
SYZ_arial_Approach1,23,3,0,15,37
SYZ_arial_Approach1,27,4,0,15,37
SYZ_arial_Approach1,33,6,0,15,37
TIA_arial_Approach1,10,3,0,5,10
TIA_arial_Approach1,4,1,0,5,10
TIA_arial_Approach1,8,2,0,5,10
SD_arial_Approach1,34,5,0,14,36
SD_arial_Approach1,9,1,0,14,36
SD_arial_Approach1,18,2,0,14,36
SD_arial_Approach1,30,4,0,14,36
SD_arial_Approach1,26,3,0,14,36
SDF_arial_Approach1,38,7,0,16,38
SDF_arial_Approach1,9,1,0,16,38
SDF_arial_Approach1,17,2,0,16,38
SDF_arial_Approach1,36,6,0,16,38
SDF_arial_Approach1,32,5,0,16,38
SDF_arial_Approach1,28,4,0,16,38
SDF_arial_Approach1,24,3,0,16,38
TRD_arial_Approach1,21,5,0,8,24
TRD_arial_Approach1,7,1,0,8,24
TRD_arial_Approach1,13,2,0,8,24
TRD_arial_Approach1,16,3,0,8,24
TRD_arial_Approach1,19,4,0,8,24
TS_arial_Approach1,9,2,0,4,9
TS_arial_Approach1,5,1,0,4,9
TSM_arial_Approach1,42,10,0,13,42
TSM_arial_Approach1,10,1,0,13,42
TSM_arial_Approach1,31,5,0,13,42
TSM_arial_Approach1,18,2,0,13,42
TSM_arial_Approach1,34,6,0,13,42
TSM_arial_Approach1,23,3,0,13,42
TSM_arial_Approach1,27,4,0,13,42
TSM_arial_Approach1,36,7,0,13,42
TSM_arial_Approach1,40,9,0,13,42
TSM_arial_Approach1,38,8,0,13,42
UA_arial_Approach1,12,2,0,6,14
UA_arial_Approach1,8,1,0,6,14
UD_arial_Approach1,10,1,0,4,10
UH_arial_Approach1,4,1,0,2,4
UI_arial_Approach1,8,3,0,4,8
UI_arial_Approach1,4,1,0,4,8
UI_arial_Approach1,6,2,0,4,8
UIN_arial_Approach1,8,2,0,4,10
UIN_arial_Approach1,6,1,0,4,10
UNY_arial_Approach1,22,5,0,8,22
UNY_arial_Approach1,9,1,0,8,22
UNY_arial_Approach1,14,2,0,8,22
UNY_arial_Approach1,18,3,0,8,22
UNY_arial_Approach1,20,4,0,8,22
UP_arial_Approach1,6,2,0,4,8
UP_arial_Approach1,4,1,0,4,8
UPJ_arial_Approach1,11,4,0,6,13
UPJ_arial_Approach1,4,1,0,6,13
UPJ_arial_Approach1,7,2,0,6,13
UPJ_arial_Approach1,9,3,0,6,13
VNM_arial_Approach1,25,5,0,7,25
VNM_arial_Approach1,10,1,0,7,25
VNM_arial_Approach1,19,2,0,7,25
VNM_arial_Approach1,23,4,0,7,25
VNM_arial_Approach1,21,3,0,7,25
VQ_arial_Approach1,17,3,0,8,17
VQ_arial_Approach1,11,1,0,8,17
VQ_arial_Approach1,15,2,0,8,17
VUJ_arial_Approach1,4,2,0,2,4
VUJ_arial_Approach1,2,1,0,2,4
WD_arial_Approach1,22,3,0,6,22
WD_arial_Approach1,8,1,0,6,22
WD_arial_Approach1,16,2,0,6,22
WF_arial_Approach1,19,3,0,5,19
WF_arial_Approach1,9,1,0,5,19
WF_arial_Approach1,17,2,0,5,19
WFD_arial_Approach1,33,6,0,10,33
WFD_arial_Approach1,26,3,0,10,33
WFD_arial_Approach1,9,1,0,10,33
WFD_arial_Approach1,18,2,0,10,33
WFD_arial_Approach1,31,5,0,10,33
WFD_arial_Approach1,29,4,0,10,33
WG_arial_Approach1,22,3,0,6,22
WG_arial_Approach1,10,1,0,6,22
WG_arial_Approach1,18,2,0,6,22
WI_arial_Approach1,16,2,0,4,16
WI_arial_Approach1,8,1,0,4,16
WJ_arial_Approach1,20,4,0,6,20
WJ_arial_Approach1,8,1,0,6,20
WJ_arial_Approach1,18,3,0,6,20
WJ_arial_Approach1,16,2,0,6,20
WM_arial_Approach1,28,4,0,7,28
WM_arial_Approach1,10,1,0,7,28
WM_arial_Approach1,18,2,0,7,28
WM_arial_Approach1,26,3,0,7,28
WP_arial_Approach1,16,2,0,4,16
WP_arial_Approach1,8,1,0,4,16
WPG_arial_Approach1,25,3,0,9,27
WPG_arial_Approach1,9,1,0,9,27
WPG_arial_Approach1,17,2,0,9,27
WQ_arial_Approach1,24,4,0,8,24
WQ_arial_Approach1,16,2,0,8,24
WQ_arial_Approach1,8,1,0,8,24
WQ_arial_Approach1,20,3,0,8,24
WW_arial_Approach1,32,4,0,8,32
WW_arial_Approach1,8,1,0,8,32
WW_arial_Approach1,16,2,0,8,32
WW_arial_Approach1,24,3,0,8,32
XBL_arial_Approach1,19,6,0,11,25
XBL_arial_Approach1,7,1,0,11,25
XBL_arial_Approach1,13,3,0,11,25
XBL_arial_Approach1,15,4,0,11,25
XBL_arial_Approach1,11,2,0,11,25
XBL_arial_Approach1,17,5,0,11,25
XGU_arial_Approach1,28,7,0,13,32
XGU_arial_Approach1,11,1,0,13,32
XGU_arial_Approach1,15,2,0,13,32
XGU_arial_Approach1,19,3,0,13,32
XGU_arial_Approach1,22,4,0,13,32
XGU_arial_Approach1,24,5,0,13,32
XGU_arial_Approach1,26,6,0,13,32
XIT_arial_Approach1,4,1,0,2,4
XJ_arial_Approach1,16,2,0,7,16
XJ_arial_Approach1,12,1,0,7,16
XL_arial_Approach1,12,2,0,4,12
XL_arial_Approach1,8,1,0,4,12
XMA_arial_Approach1,34,6,0,11,34
XMA_arial_Approach1,10,1,0,11,34
XMA_arial_Approach1,18,2,0,11,34
XMA_arial_Approach1,24,3,0,11,34
XMA_arial_Approach1,28,4,0,11,34
XMA_arial_Approach1,32,5,0,11,34
XP_arial_Approach1,12,2,0,4,12
XP_arial_Approach1,8,1,0,4,12
XRT_arial_Approach1,19,4,0,7,19
XRT_arial_Approach1,8,1,0,7,19
XRT_arial_Approach1,13,2,0,7,19
XRT_arial_Approach1,17,3,0,7,19
XT_arial_Approach1,4,1,0,2,4
XWI_arial_Approach1,24,3,0,6,24
XWI_arial_Approach1,10,1,0,6,24
XWI_arial_Approach1,18,2,0,6,24
XXW_arial_Approach1,35,5,0,10,35
XXW_arial_Approach1,10,1,0,10,35
XXW_arial_Approach1,25,3,0,10,35
XXW_arial_Approach1,31,4,0,10,35
XXW_arial_Approach1,18,2,0,10,35
YDH_arial_Approach1,16,5,0,9,18
YDH_arial_Approach1,12,3,0,9,18
YDH_arial_Approach1,8,2,0,9,18
YDH_arial_Approach1,4,1,0,9,18
YDH_arial_Approach1,14,4,0,9,18
YUT_arial_Approach1,4,1,0,2,4
YXW_arial_Approach1,30,4,0,8,30
YXW_arial_Approach1,10,1,0,8,30
YXW_arial_Approach1,18,2,0,8,30
YXW_arial_Approach1,25,3,0,8,30
ZCI_arial_Approach1,42,8,0,14,44
ZCI_arial_Approach1,11,1,0,14,44
ZCI_arial_Approach1,30,4,0,14,44
ZCI_arial_Approach1,39,7,0,14,44
ZCI_arial_Approach1,21,2,0,14,44
ZCI_arial_Approach1,26,3,0,14,44
ZCI_arial_Approach1,33,5,0,14,44
ZCI_arial_Approach1,36,6,0,14,44
ZGC_arial_Approach1,29,8,0,14,34
ZGC_arial_Approach1,15,1,0,14,34
ZGC_arial_Approach1,19,3,0,14,34
ZGC_arial_Approach1,17,2,0,14,34
ZGC_arial_Approach1,25,6,0,14,34
ZGC_arial_Approach1,27,7,0,14,34
ZGC_arial_Approach1,23,5,0,14,34
ZGC_arial_Approach1,21,4,0,14,34
ZJY_arial_Approach1,29,7,0,13,29
ZJY_arial_Approach1,9,1,0,13,29
ZJY_arial_Approach1,17,2,0,13,29
ZJY_arial_Approach1,23,4,0,13,29
ZJY_arial_Approach1,27,6,0,13,29
ZJY_arial_Approach1,25,5,0,13,29
ZJY_arial_Approach1,21,3,0,13,29
ZOZ_arial_Approach1,29,7,0,13,31
ZOZ_arial_Approach1,7,1,0,13,31
ZOZ_arial_Approach1,23,4,0,13,31
ZOZ_arial_Approach1,14,2,0,13,31
ZOZ_arial_Approach1,19,3,0,13,31
ZOZ_arial_Approach1,25,5,0,13,31
ZOZ_arial_Approach1,27,6,0,13,31
ZSM_arial_Approach1,62,10,0,19,62
ZSM_arial_Approach1,41,4,0,19,62
ZSM_arial_Approach1,23,2,0,19,62
ZSM_arial_Approach1,47,5,0,19,62
ZSM_arial_Approach1,33,3,0,19,62
ZSM_arial_Approach1,13,1,0,19,62
ZSM_arial_Approach1,58,8,0,19,62
ZSM_arial_Approach1,51,6,0,19,62
ZSM_arial_Approach1,60,9,0,19,62
ZSM_arial_Approach1,55,7,0,19,62
A_Average-Regular_Approach2,4,1,0,2,4
ACI_Average-Regular_Approach2,19,4,0,6,19
ACI_Average-Regular_Approach2,8,1,0,6,19
ACI_Average-Regular_Approach2,17,3,0,6,19
ACI_Average-Regular_Approach2,13,2,0,6,19
AEJ_Average-Regular_Approach2,13,3,0,6,13
AEJ_Average-Regular_Approach2,7,1,0,6,13
AEJ_Average-Regular_Approach2,11,2,0,6,13
AEY_Average-Regular_Approach2,14,3,0,5,14
AEY_Average-Regular_Approach2,6,1,0,5,14
AEY_Average-Regular_Approach2,11,2,0,5,14
AJD_Average-Regular_Approach2,20,4,0,7,20
AJD_Average-Regular_Approach2,9,1,0,7,20
AJD_Average-Regular_Approach2,18,3,0,7,20
AJD_Average-Regular_Approach2,16,2,0,7,20
AKV_Average-Regular_Approach2,13,3,0,5,13
AKV_Average-Regular_Approach2,7,1,0,5,13
AKV_Average-Regular_Approach2,11,2,0,5,13
ANC_Average-Regular_Approach2,22,6,0,8,22
ANC_Average-Regular_Approach2,12,2,0,8,22
ANC_Average-Regular_Approach2,15,3,0,8,22
ANC_Average-Regular_Approach2,7,1,0,8,22
ANC_Average-Regular_Approach2,20,5,0,8,22
ANC_Average-Regular_Approach2,18,4,0,8,22
ARV_Average-Regular_Approach2,17,3,0,7,17
ARV_Average-Regular_Approach2,8,1,0,7,17
ARV_Average-Regular_Approach2,15,2,0,7,17
AW_Average-Regular_Approach2,4,1,0,2,4
AX_Average-Regular_Approach2,16,3,0,5,16
AX_Average-Regular_Approach2,7,1,0,5,16
AX_Average-Regular_Approach2,14,2,0,5,16
AXF_Average-Regular_Approach2,24,5,0,8,24
AXF_Average-Regular_Approach2,16,2,0,8,24
AXF_Average-Regular_Approach2,9,1,0,8,24
AXF_Average-Regular_Approach2,22,4,0,8,24
AXF_Average-Regular_Approach2,20,3,0,8,24
AZ_Average-Regular_Approach2,9,2,0,3,9
AZ_Average-Regular_Approach2,6,1,0,3,9
AZH_Average-Regular_Approach2,17,4,0,6,17
AZH_Average-Regular_Approach2,8,1,0,6,17
AZH_Average-Regular_Approach2,13,2,0,6,17
AZH_Average-Regular_Approach2,15,3,0,6,17
AT_Average-Regular_Approach2,15,3,0,5,15
AT_Average-Regular_Approach2,11,1,0,5,15
AT_Average-Regular_Approach2,13,2,0,5,15
B_Average-Regular_Approach2,9,3,0,4,9
B_Average-Regular_Approach2,5,1,0,4,9
B_Average-Regular_Approach2,7,2,0,4,9
BEV_Average-Regular_Approach2,21,2,0,7,21
BEV_Average-Regular_Approach2,12,1,0,7,21
BKQ_Average-Regular_Approach2,13,2,0,5,13
BKQ_Average-Regular_Approach2,9,1,0,5,13
BLC_Average-Regular_Approach2,13,3,0,6,13
BLC_Average-Regular_Approach2,6,1,0,6,13
BLC_Average-Regular_Approach2,11,2,0,6,13
BO_Average-Regular_Approach2,14,3,0,6,14
BO_Average-Regular_Approach2,5,1,0,6,14
BO_Average-Regular_Approach2,10,2,0,6,14
BTM_Average-Regular_Approach2,18,5,0,7,18
BTM_Average-Regular_Approach2,6,1,0,7,18
BTM_Average-Regular_Approach2,16,4,0,7,18
BTM_Average-Regular_Approach2,14,3,0,7,18
BTM_Average-Regular_Approach2,12,2,0,7,18
BVD_Average-Regular_Approach2,15,3,0,6,15
BVD_Average-Regular_Approach2,8,1,0,6,15
BVD_Average-Regular_Approach2,12,2,0,6,15
BOC_Average-Regular_Approach2,9,3,0,4,9
BOC_Average-Regular_Approach2,5,1,0,4,9
BOC_Average-Regular_Approach2,7,2,0,4,9
CBS_Average-Regular_Approach2,24,6,0,9,24
CBS_Average-Regular_Approach2,10,1,0,9,24
CBS_Average-Regular_Approach2,15,2,0,9,24
CBS_Average-Regular_Approach2,18,3,0,9,24
CBS_Average-Regular_Approach2,20,4,0,9,24
CBS_Average-Regular_Approach2,22,5,0,9,24
CGY_Average-Regular_Approach2,13,2,0,5,13
CGY_Average-Regular_Approach2,8,1,0,5,13
CIO_Average-Regular_Approach2,16,3,0,7,16
CIO_Average-Regular_Approach2,7,1,0,7,16
CIO_Average-Regular_Approach2,12,2,0,7,16
COP_Average-Regular_Approach2,13,3,0,5,13
COP_Average-Regular_Approach2,8,1,0,5,13
COP_Average-Regular_Approach2,11,2,0,5,13
CRK_Average-Regular_Approach2,19,3,0,7,19
CRK_Average-Regular_Approach2,11,1,0,7,19
CRK_Average-Regular_Approach2,17,2,0,7,19
CU_Average-Regular_Approach2,6,1,0,2,6
CUH_Average-Regular_Approach2,13,1,0,4,15
CV_Average-Regular_Approach2,6,1,0,3,6
CWC_Average-Regular_Approach2,10,2,0,5,10
CWC_Average-Regular_Approach2,6,1,0,5,10
CXS_Average-Regular_Approach2,9,2,0,4,9
CXS_Average-Regular_Approach2,7,1,0,4,9
CVG_Average-Regular_Approach2,10,2,0,4,10
CVG_Average-Regular_Approach2,8,1,0,4,10
DAQ_Average-Regular_Approach2,11,3,0,5,11
DAQ_Average-Regular_Approach2,5,1,0,5,11
DAQ_Average-Regular_Approach2,9,2,0,5,11
DGC_Average-Regular_Approach2,13,3,0,4,13
DGC_Average-Regular_Approach2,8,1,0,4,13
DGC_Average-Regular_Approach2,11,2,0,4,13
DGH_Average-Regular_Approach2,6,2,0,3,6
