letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y
XRT_Average-Regular_Approach2,9,1,0,8,23,298,298
XRT_Average-Regular_Approach2,21,3,0,8,23,298,298
XRT_Average-Regular_Approach2,17,2,0,8,23,298,298
XT_Average-Regular_Approach2,5,1,0,2,5,210,210
XWI_Average-Regular_Approach2,7,1,0,2,7,256,256
YDH_Average-Regular_Approach2,17,3,0,7,17,324,324
YDH_Average-Regular_Approach2,8,1,0,7,17,324,324
YDH_Average-Regular_Approach2,13,2,0,7,17,324,324
YUT_Average-Regular_Approach2,5,1,0,2,5,264,264
YXW_Average-Regular_Approach2,7,2,0,3,7,278,278
YXW_Average-Regular_Approach2,5,1,0,3,7,278,278
ZCI_Average-Regular_Approach2,16,3,0,7,19,156,156
ZCI_Average-Regular_Approach2,12,1,0,7,19,156,156
ZCI_Average-Regular_Approach2,14,2,0,7,19,156,156
ZGC_Average-Regular_Approach2,18,4,0,8,20,208,208
ZGC_Average-Regular_Approach2,11,1,0,8,20,208,208
ZGC_Average-Regular_Approach2,14,2,0,8,20,208,208
ZGC_Average-Regular_Approach2,16,3,0,8,20,208,208
ZJY_Average-Regular_Approach2,6,1,0,2,6,176,176
ZOZ_Average-Regular_Approach2,24,7,0,10,26,166,166
ZOZ_Average-Regular_Approach2,7,1,0,10,26,166,166
ZOZ_Average-Regular_Approach2,13,2,0,10,26,166,166
ZOZ_Average-Regular_Approach2,16,3,0,10,26,166,166
ZOZ_Average-Regular_Approach2,20,5,0,10,26,166,166
ZOZ_Average-Regular_Approach2,18,4,0,10,26,166,166
ZOZ_Average-Regular_Approach2,22,6,0,10,26,166,166
ZSM_Average-Regular_Approach2,11,2,0,5,11,204,204
ZSM_Average-Regular_Approach2,7,1,0,5,11,204,204
ACI_arial_Approach2,6,1,0,2,6,112,112
AEJ_arial_Approach2,10,3,0,4,10,96,96
AEJ_arial_Approach2,7,1,0,4,10,96,96
AEJ_arial_Approach2,8,2,0,4,10,96,96
AEY_arial_Approach2,17,3,0,6,17,94,94
AEY_arial_Approach2,9,1,0,6,17,94,94
AEY_arial_Approach2,15,2,0,6,17,94,94
AKV_arial_Approach2,8,2,0,4,8,90,90
AKV_arial_Approach2,6,1,0,4,8,90,90
ANC_arial_Approach2,4,1,0,2,4,116,116
ARV_arial_Approach2,9,2,0,3,9,134,134
ARV_arial_Approach2,7,1,0,3,9,134,134
AX_arial_Approach2,4,1,0,2,4,80,80
AXF_arial_Approach2,5,1,0,2,5,106,106
AZ_arial_Approach2,4,1,0,2,4,66,66
AZH_arial_Approach2,7,1,0,2,7,100,100
BEV_arial_Approach2,31,7,0,10,31,132,132
BEV_arial_Approach2,10,1,0,10,31,132,132
BEV_arial_Approach2,24,4,0,10,31,132,132
BEV_arial_Approach2,17,2,0,10,31,132,132
BEV_arial_Approach2,29,6,0,10,31,132,132
BEV_arial_Approach2,21,3,0,10,31,132,132
BEV_arial_Approach2,27,5,0,10,31,132,132
BKQ_arial_Approach2,14,3,0,6,16,108,108
BKQ_arial_Approach2,7,1,0,6,16,108,108
BKQ_arial_Approach2,12,2,0,6,16,108,108
BLC_arial_Approach2,22,4,0,9,22,156,156
BLC_arial_Approach2,8,1,0,9,22,156,156
BLC_arial_Approach2,16,2,0,9,22,156,156
BLC_arial_Approach2,20,3,0,9,22,156,156
BO_arial_Approach2,21,3,0,8,23,142,142
BO_arial_Approach2,12,1,0,8,23,142,142
BO_arial_Approach2,18,2,0,8,23,142,142
BTM_arial_Approach2,23,5,0,9,23,142,142
BTM_arial_Approach2,8,1,0,9,23,142,142
BTM_arial_Approach2,14,2,0,9,23,142,142
BTM_arial_Approach2,18,3,0,9,23,142,142
BTM_arial_Approach2,21,4,0,9,23,142,142
BVD_arial_Approach2,21,5,0,10,21,176,176
BVD_arial_Approach2,15,3,0,10,21,176,176
BVD_arial_Approach2,19,4,0,10,21,176,176
BVD_arial_Approach2,6,1,0,10,21,176,176
BVD_arial_Approach2,11,2,0,10,21,176,176
BOC_arial_Approach2,24,5,0,9,24,194,194
BOC_arial_Approach2,12,1,0,9,24,194,194
BOC_arial_Approach2,22,4,0,9,24,194,194
BOC_arial_Approach2,19,3,0,9,24,194,194
BOC_arial_Approach2,16,2,0,9,24,194,194
CBS_arial_Approach2,14,5,0,9,20,242,242
CBS_arial_Approach2,5,1,0,9,20,242,242
CBS_arial_Approach2,10,3,0,9,20,242,242
CBS_arial_Approach2,12,4,0,9,20,242,242
CBS_arial_Approach2,8,2,0,9,20,242,242
CGY_arial_Approach2,6,2,0,3,6,160,160
CGY_arial_Approach2,4,1,0,3,6,160,160
CIO_arial_Approach2,3,1,0,2,5,136,136
COP_arial_Approach2,22,4,0,7,22,178,178
COP_arial_Approach2,10,1,0,7,22,178,178
COP_arial_Approach2,15,2,0,7,22,178,178
COP_arial_Approach2,19,3,0,7,22,178,178
CRK_arial_Approach2,13,5,0,8,17,172,172
CRK_arial_Approach2,11,4,0,8,17,172,172
CRK_arial_Approach2,4,1,0,8,17,172,172
CRK_arial_Approach2,9,3,0,8,17,172,172
CRK_arial_Approach2,7,2,0,8,17,172,172
CU_arial_Approach2,8,2,0,3,8,106,106
CU_arial_Approach2,6,1,0,3,8,106,106
CUH_arial_Approach2,10,3,0,4,10,128,128
CUH_arial_Approach2,6,1,0,4,10,128,128
CUH_arial_Approach2,8,2,0,4,10,128,128
CV_arial_Approach2,8,2,0,3,8,90,90
CV_arial_Approach2,6,1,0,3,8,90,90
CWC_arial_Approach2,18,5,0,8,18,180,180
CWC_arial_Approach2,10,2,0,8,18,180,180
CWC_arial_Approach2,5,1,0,8,18,180,180
CWC_arial_Approach2,16,4,0,8,18,180,180
CWC_arial_Approach2,14,3,0,8,18,180,180
CXS_arial_Approach2,2,1,0,3,6,206,206
CVG_arial_Approach2,12,2,0,5,12,168,168
CVG_arial_Approach2,6,1,0,5,12,168,168
DAQ_arial_Approach2,14,3,0,5,14,92,92
DAQ_arial_Approach2,7,1,0,5,14,92,92
DAQ_arial_Approach2,12,2,0,5,14,92,92
DGC_arial_Approach2,6,2,0,2,6,194,194
DGC_arial_Approach2,4,1,0,2,6,194,194
DGH_arial_Approach2,4,1,0,2,4,166,166
DJI_arial_Approach2,4,1,0,2,4,104,104
DMF_arial_Approach2,4,1,0,2,4,120,120
DMP_arial_Approach2,2,1,0,1,2,150,150
DP_arial_Approach2,2,1,0,1,2,118,118
DU_arial_Approach2,2,1,0,2,4,96,96
DV_arial_Approach2,2,1,0,2,4,80,80
EDH_arial_Approach2,9,2,0,4,9,122,122
EDH_arial_Approach2,5,1,0,4,9,122,122
EHX_arial_Approach2,15,3,0,6,15,112,112
EHX_arial_Approach2,7,1,0,6,15,112,112
EHX_arial_Approach2,11,2,0,6,15,112,112
EOB_arial_Approach2,14,5,0,6,14,182,182
EOB_arial_Approach2,5,1,0,6,14,182,182
EOB_arial_Approach2,10,3,0,6,14,182,182
EOB_arial_Approach2,12,4,0,6,14,182,182
EOB_arial_Approach2,8,2,0,6,14,182,182
EP_arial_Approach2,6,2,0,2,6,92,92
EP_arial_Approach2,3,1,0,2,6,92,92
ER_arial_Approach2,7,2,0,3,7,112,112
ER_arial_Approach2,5,1,0,3,7,112,112
EU_arial_Approach2,7,2,0,3,7,82,82
EU_arial_Approach2,5,1,0,3,7,82,82
EVG_arial_Approach2,21,4,0,8,21,142,142
EVG_arial_Approach2,9,1,0,8,21,142,142
EVG_arial_Approach2,16,2,0,8,21,142,142
EVG_arial_Approach2,19,3,0,8,21,142,142
FHP_arial_Approach2,11,3,0,4,11,108,108
FHP_arial_Approach2,7,1,0,4,11,108,108
FHP_arial_Approach2,9,2,0,4,11,108,108
FSB_arial_Approach2,36,6,0,13,36,210,210
FSB_arial_Approach2,10,1,0,13,36,210,210
FSB_arial_Approach2,28,4,0,13,36,210,210
FSB_arial_Approach2,33,5,0,13,36,210,210
FSB_arial_Approach2,17,2,0,13,36,210,210
FSB_arial_Approach2,23,3,0,13,36,210,210
FUX_arial_Approach2,4,1,0,2,4,124,124
G_arial_Approach2,6,2,0,2,6,78,78
G_arial_Approach2,3,1,0,2,6,78,78
GC_arial_Approach2,8,2,0,3,8,134,134
GC_arial_Approach2,6,1,0,3,8,134,134
GD_arial_Approach2,12,1,0,4,12,146,146
GEZ_arial_Approach2,24,4,0,7,24,140,140
GEZ_arial_Approach2,10,1,0,7,24,140,140
GEZ_arial_Approach2,19,2,0,7,24,140,140
GEZ_arial_Approach2,22,3,0,7,24,140,140
GHJ_arial_Approach2,8,2,0,4,10,142,142
GHJ_arial_Approach2,6,1,0,4,10,142,142
GPS_arial_Approach2,16,3,0,6,18,234,234
GPS_arial_Approach2,9,1,0,6,18,234,234
GPS_arial_Approach2,14,2,0,6,18,234,234
GTB_arial_Approach2,5,1,0,2,5,184,184
GWG_arial_Approach2,6,1,0,4,8,214,214
HI_arial_Approach2,5,2,0,2,5,34,34
HI_arial_Approach2,3,1,0,2,5,34,34
HKD_arial_Approach2,16,4,0,6,16,118,118
HKD_arial_Approach2,6,1,0,6,16,118,118
HKD_arial_Approach2,12,2,0,6,16,118,118
HKD_arial_Approach2,14,3,0,6,16,118,118
HBV_arial_Approach2,18,4,0,7,18,136,136
HBV_arial_Approach2,11,1,0,7,18,136,136
HBV_arial_Approach2,16,3,0,7,18,136,136
HBV_arial_Approach2,14,2,0,7,18,136,136
IBY_arial_Approach2,8,3,0,5,10,128,128
IBY_arial_Approach2,4,1,0,5,10,128,128
IBY_arial_Approach2,6,2,0,5,10,128,128
JA_arial_Approach2,5,2,0,3,8,76,76
JA_arial_Approach2,3,1,0,3,8,76,76
JB_arial_Approach2,4,2,0,3,7,120,120
JB_arial_Approach2,2,1,0,3,7,120,120
JBR_arial_Approach2,23,6,0,8,26,174,174
JBR_arial_Approach2,8,1,0,8,26,174,174
JBR_arial_Approach2,13,2,0,8,26,174,174
JBR_arial_Approach2,19,4,0,8,26,174,174
JBR_arial_Approach2,21,5,0,8,26,174,174
JBR_arial_Approach2,17,3,0,8,26,174,174
JC_arial_Approach2,2,1,0,2,5,102,102
JCD_arial_Approach2,2,1,0,2,4,170,170
JHR_arial_Approach2,15,5,0,5,15,130,130
JHR_arial_Approach2,5,1,0,5,15,130,130
JHR_arial_Approach2,8,2,0,5,15,130,130
JHR_arial_Approach2,11,3,0,5,15,130,130
JHR_arial_Approach2,13,4,0,5,15,130,130
JJ_arial_Approach2,5,1,0,2,5,72,72
JO_arial_Approach2,11,3,0,4,11,104,104
JO_arial_Approach2,7,1,0,4,11,104,104
JO_arial_Approach2,9,2,0,4,11,104,104
JRA_arial_Approach2,18,5,0,8,20,144,144
JRA_arial_Approach2,7,1,0,8,20,144,144
JRA_arial_Approach2,11,2,0,8,20,144,144
JRA_arial_Approach2,14,3,0,8,20,144,144
JRA_arial_Approach2,16,4,0,8,20,144,144
JXD_arial_Approach2,15,4,0,6,15,156,156
JXD_arial_Approach2,6,1,0,6,15,156,156
JXD_arial_Approach2,10,2,0,6,15,156,156
JXD_arial_Approach2,13,3,0,6,15,156,156
KGO_arial_Approach2,6,1,0,2,6,162,162
KJ_arial_Approach2,5,1,0,2,5,60,60
KJP_arial_Approach2,7,2,0,3,7,108,108
KJP_arial_Approach2,5,1,0,3,7,108,108
LAC_arial_Approach2,4,2,0,2,4,110,110
LAC_arial_Approach2,2,1,0,2,4,110,110
LBP_arial_Approach2,4,1,0,2,4,144,144
LZT_arial_Approach2,6,2,0,2,6,58,58
LZT_arial_Approach2,4,1,0,2,6,58,58
MB_arial_Approach2,2,1,0,1,2,126,126
MY_arial_Approach2,10,2,0,4,10,64,64
MY_arial_Approach2,5,1,0,4,10,64,64
NB_arial_Approach2,6,1,0,3,8,112,112
ND_arial_Approach2,5,2,0,3,8,84,84
ND_arial_Approach2,3,1,0,3,8,84,84
NJY_arial_Approach2,10,4,0,4,10,92,92
NJY_arial_Approach2,3,1,0,4,10,92,92
NJY_arial_Approach2,6,2,0,4,10,92,92
NJY_arial_Approach2,8,3,0,4,10,92,92
NPP_arial_Approach2,13,3,0,5,16,124,124
NPP_arial_Approach2,8,1,0,5,16,124,124
NPP_arial_Approach2,11,2,0,5,16,124,124
NUO_arial_Approach2,3,1,0,3,7,114,114
OGB_arial_Approach2,19,4,0,6,19,216,216
OGB_arial_Approach2,14,2,0,6,19,216,216
OGB_arial_Approach2,8,1,0,6,19,216,216
OGB_arial_Approach2,17,3,0,6,19,216,216
OGW_arial_Approach2,5,1,0,2,5,182,182
OMJ_arial_Approach2,4,1,0,2,4,134,134
OPN_arial_Approach2,16,5,0,7,16,132,132
OPN_arial_Approach2,7,1,0,7,16,132,132
OPN_arial_Approach2,12,3,0,7,16,132,132
OPN_arial_Approach2,14,4,0,7,16,132,132
OPN_arial_Approach2,10,2,0,7,16,132,132
PAZ_arial_Approach2,17,4,0,8,17,118,118
PAZ_arial_Approach2,7,1,0,8,17,118,118
PAZ_arial_Approach2,11,2,0,8,17,118,118
PAZ_arial_Approach2,15,3,0,8,17,118,118
PD_arial_Approach2,16,3,0,6,16,116,116
PD_arial_Approach2,10,1,0,6,16,116,116
PD_arial_Approach2,14,2,0,6,16,116,116
PI_arial_Approach2,5,2,0,3,7,68,68
PI_arial_Approach2,3,1,0,3,7,68,68
PJW_arial_Approach2,5,2,0,2,5,132,132
PJW_arial_Approach2,3,1,0,2,5,132,132
PQW_arial_Approach2,13,3,0,5,13,112,112
PQW_arial_Approach2,6,1,0,5,13,112,112
PQW_arial_Approach2,11,2,0,5,13,112,112
PYE_arial_Approach2,9,2,0,4,9,102,102
PYE_arial_Approach2,5,1,0,4,9,102,102
PYO_arial_Approach2,6,2,0,4,9,134,134
PYO_arial_Approach2,4,1,0,4,9,134,134
RMJ_arial_Approach2,16,3,0,6,16,144,144
RMJ_arial_Approach2,12,2,0,6,16,144,144
RMJ_arial_Approach2,6,1,0,6,16,144,144
SF_arial_Approach2,6,2,0,2,6,120,120
SF_arial_Approach2,3,1,0,2,6,120,120
SH_arial_Approach2,15,3,0,5,15,128,128
SH_arial_Approach2,7,1,0,5,15,128,128
SH_arial_Approach2,12,2,0,5,15,128,128
SNO_arial_Approach2,9,2,0,6,15,188,188
SNO_arial_Approach2,7,1,0,6,15,188,188
SOF_arial_Approach2,13,3,0,4,13,186,186
SOF_arial_Approach2,9,1,0,4,13,186,186
SOF_arial_Approach2,11,2,0,4,13,186,186
SOG_arial_Approach2,18,5,0,7,18,232,232
SOG_arial_Approach2,7,1,0,7,18,232,232
SOG_arial_Approach2,11,2,0,7,18,232,232
SOG_arial_Approach2,16,4,0,7,18,232,232
SOG_arial_Approach2,14,3,0,7,18,232,232
SOS_arial_Approach2,26,6,0,11,26,260,260
SOS_arial_Approach2,9,1,0,11,26,260,260
SOS_arial_Approach2,17,3,0,11,26,260,260
SOS_arial_Approach2,13,2,0,11,26,260,260
SOS_arial_Approach2,21,4,0,11,26,260,260
SOS_arial_Approach2,24,5,0,11,26,260,260
SVY_arial_Approach2,13,2,0,6,16,156,156
SVY_arial_Approach2,7,1,0,6,16,156,156
SYZ_arial_Approach2,11,4,0,6,13,158,158
SYZ_arial_Approach2,5,1,0,6,13,158,158
SYZ_arial_Approach2,9,3,0,6,13,158,158
SYZ_arial_Approach2,7,2,0,6,13,158,158
SD_arial_Approach2,17,5,0,7,17,170,170
SD_arial_Approach2,9,1,0,7,17,170,170
SD_arial_Approach2,11,2,0,7,17,170,170
SD_arial_Approach2,15,4,0,7,17,170,170
SD_arial_Approach2,13,3,0,7,17,170,170
SDF_arial_Approach2,14,3,0,5,14,184,184
SDF_arial_Approach2,7,1,0,5,14,184,184
SDF_arial_Approach2,11,2,0,5,14,184,184
TRD_arial_Approach2,18,4,0,7,18,156,156
TRD_arial_Approach2,7,1,0,7,18,156,156
TRD_arial_Approach2,16,3,0,7,18,156,156
TRD_arial_Approach2,13,2,0,7,18,156,156
TSM_arial_Approach2,23,4,0,8,23,162,162
TSM_arial_Approach2,8,1,0,8,23,162,162
TSM_arial_Approach2,16,2,0,8,23,162,162
TSM_arial_Approach2,21,3,0,8,23,162,162
UA_arial_Approach2,5,2,0,2,5,76,76
UA_arial_Approach2,3,1,0,2,5,76,76
UAV_arial_Approach2,5,2,0,2,5,100,100
UAV_arial_Approach2,3,1,0,2,5,100,100
UH_arial_Approach2,7,3,0,3,7,66,66
UH_arial_Approach2,3,1,0,3,7,66,66
UH_arial_Approach2,5,2,0,3,7,66,66
UJ_arial_Approach2,5,2,0,2,5,76,76
UJ_arial_Approach2,3,1,0,2,5,76,76
VNM_arial_Approach2,4,2,0,2,4,80,80
VNM_arial_Approach2,2,1,0,2,4,80,80
VUJ_arial_Approach2,5,1,0,2,5,100,100
WFD_arial_Approach2,6,1,0,3,6,148,148
WM_arial_Approach2,4,2,0,2,4,88,88
WM_arial_Approach2,2,1,0,2,4,88,88
WPG_arial_Approach2,9,2,0,3,9,184,184
WPG_arial_Approach2,6,1,0,3,9,184,184
XBL_arial_Approach2,16,4,0,7,16,140,140
XBL_arial_Approach2,5,1,0,7,16,140,140
XBL_arial_Approach2,10,2,0,7,16,140,140
XBL_arial_Approach2,14,3,0,7,16,140,140
XGU_arial_Approach2,6,2,0,4,8,162,162
XGU_arial_Approach2,4,1,0,4,8,162,162
XIT_arial_Approach2,8,2,0,3,8,72,72
XIT_arial_Approach2,6,1,0,3,8,72,72
XJ_arial_Approach2,6,2,0,4,8,78,78
XJ_arial_Approach2,4,1,0,4,8,78,78
XL_arial_Approach2,8,2,0,4,8,60,60
XL_arial_Approach2,4,1,0,4,8,60,60
XMA_arial_Approach2,10,1,0,4,12,118,118
XP_arial_Approach2,4,1,0,2,4,100,100
XRT_arial_Approach2,11,3,0,5,11,140,140
XRT_arial_Approach2,9,2,0,5,11,140,140
XRT_arial_Approach2,5,1,0,5,11,140,140
YDH_arial_Approach2,11,4,0,5,11,112,112
YDH_arial_Approach2,7,2,0,5,11,112,112
YDH_arial_Approach2,4,1,0,5,11,112,112
YDH_arial_Approach2,9,3,0,5,11,112,112
ZGC_arial_Approach2,10,3,0,3,10,164,164
ZGC_arial_Approach2,5,1,0,3,10,164,164
ZGC_arial_Approach2,8,2,0,3,10,164,164
ZSM_arial_Approach2,24,3,0,7,24,170,170
ZSM_arial_Approach2,11,1,0,7,24,170,170
ZSM_arial_Approach2,19,2,0,7,24,170,170
A_perspire_Boundaries,8,2,0,4,8,58,58
A_perspire_Boundaries,4,1,0,4,8,58,58
ACI_perspire_Boundaries,4,1,0,2,4,118,118
AEJ_perspire_Boundaries,4,1,0,2,4,95,95
AEY_perspire_Boundaries,4,1,0,2,4,109,109
AJD_perspire_Boundaries,8,2,0,4,8,214,214
AJD_perspire_Boundaries,4,1,0,4,8,214,214
AKV_perspire_Boundaries,16,4,0,8,16,124,124
AKV_perspire_Boundaries,4,1,0,8,16,124,124
AKV_perspire_Boundaries,8,2,0,8,16,124,124
AKV_perspire_Boundaries,12,3,0,8,16,124,124
ANC_perspire_Boundaries,12,3,0,6,12,145,145
ANC_perspire_Boundaries,4,1,0,6,12,145,145
ANC_perspire_Boundaries,8,2,0,6,12,145,145
ARV_perspire_Boundaries,16,4,0,8,16,143,143
ARV_perspire_Boundaries,4,1,0,8,16,143,143
ARV_perspire_Boundaries,8,2,0,8,16,143,143
ARV_perspire_Boundaries,12,3,0,8,16,143,143
AW_perspire_Boundaries,8,2,0,4,8,112,112
AW_perspire_Boundaries,4,1,0,4,8,112,112
AX_perspire_Boundaries,20,5,0,10,20,94,94
AX_perspire_Boundaries,4,1,0,10,20,94,94
AX_perspire_Boundaries,8,2,0,10,20,94,94
AX_perspire_Boundaries,16,4,0,10,20,94,94
AX_perspire_Boundaries,12,3,0,10,20,94,94
AXF_perspire_Boundaries,20,5,0,10,20,94,94
AXF_perspire_Boundaries,4,1,0,10,20,94,94
AXF_perspire_Boundaries,8,2,0,10,20,94,94
AXF_perspire_Boundaries,12,3,0,10,20,94,94
AXF_perspire_Boundaries,16,4,0,10,20,94,94
AZ_perspire_Boundaries,8,2,0,4,8,89,89
AZ_perspire_Boundaries,4,1,0,4,8,89,89
AZH_perspire_Boundaries,12,3,0,6,12,121,121
AZH_perspire_Boundaries,4,1,0,6,12,121,121
AZH_perspire_Boundaries,8,2,0,6,12,121,121
AT_perspire_Boundaries,12,3,0,6,12,89,89
AT_perspire_Boundaries,6,1,0,6,12,89,89
AT_perspire_Boundaries,10,2,0,6,12,89,89
BEV_perspire_Boundaries,4,1,0,2,4,151,151
BTM_perspire_Boundaries,8,2,0,4,8,165,165
BTM_perspire_Boundaries,4,1,0,4,8,165,165
BVD_perspire_Boundaries,4,1,0,2,4,168,168
CGY_perspire_Boundaries,4,1,0,2,4,162,162
CRK_perspire_Boundaries,8,2,0,4,8,138,138
CRK_perspire_Boundaries,4,1,0,4,8,138,138
CUH_perspire_Boundaries,8,2,0,4,8,134,134
CUH_perspire_Boundaries,4,1,0,4,8,134,134
CXS_perspire_Boundaries,16,4,0,8,16,123,123
CXS_perspire_Boundaries,6,1,0,8,16,123,123
CXS_perspire_Boundaries,10,2,0,8,16,123,123
CXS_perspire_Boundaries,14,3,0,8,16,123,123
CVG_perspire_Boundaries,4,1,0,2,4,152,152
DAQ_perspire_Boundaries,4,1,0,2,4,220,220
DCJ_perspire_Boundaries,4,1,0,2,4,211,211
DGH_perspire_Boundaries,8,2,0,4,8,257,257
DGH_perspire_Boundaries,4,1,0,4,8,257,257
DIH_perspire_Boundaries,4,1,0,2,4,193,193
DJI_perspire_Boundaries,12,3,0,6,12,199,199
DJI_perspire_Boundaries,6,1,0,6,12,199,199
DJI_perspire_Boundaries,10,2,0,6,12,199,199
DMF_perspire_Boundaries,8,2,0,4,8,193,193
DMF_perspire_Boundaries,4,1,0,4,8,193,193
EDH_perspire_Boundaries,4,1,0,2,4,193,193
EHX_perspire_Boundaries,20,5,0,10,20,81,81
EHX_perspire_Boundaries,8,2,0,10,20,81,81
EHX_perspire_Boundaries,4,1,0,10,20,81,81
EHX_perspire_Boundaries,12,3,0,10,20,81,81
EHX_perspire_Boundaries,16,4,0,10,20,81,81
EP_perspire_Boundaries,4,1,0,2,4,49,49
ER_perspire_Boundaries,8,2,0,4,8,55,55
ER_perspire_Boundaries,4,1,0,4,8,55,55
EVG_perspire_Boundaries,4,1,0,2,4,105,105
FHP_perspire_Boundaries,12,3,0,6,12,90,90
FHP_perspire_Boundaries,4,1,0,6,12,90,90
FHP_perspire_Boundaries,8,2,0,6,12,90,90
FPJ_perspire_Boundaries,4,1,0,2,4,86,86
FSB_perspire_Boundaries,4,1,0,2,4,119,119
FUX_perspire_Boundaries,12,3,0,6,12,82,82
FUX_perspire_Boundaries,4,1,0,6,12,82,82
FUX_perspire_Boundaries,8,2,0,6,12,82,82
GD_perspire_Boundaries,4,1,0,2,4,181,181
GM_perspire_Boundaries,8,2,0,4,8,117,117
GM_perspire_Boundaries,4,1,0,4,8,117,117
GMU_perspire_Boundaries,4,1,0,2,4,160,160
GPS_perspire_Boundaries,4,1,0,2,4,135,135
HI_perspire_Boundaries,16,4,0,8,16,59,59
HI_perspire_Boundaries,4,1,0,8,16,59,59
HI_perspire_Boundaries,8,2,0,8,16,59,59
HI_perspire_Boundaries,12,3,0,8,16,59,59
HKD_perspire_Boundaries,24,7,0,12,24,356,356
HKD_perspire_Boundaries,2,1,0,12,24,356,356
HKD_perspire_Boundaries,6,2,0,12,24,356,356
HKD_perspire_Boundaries,14,4,0,12,24,356,356
HKD_perspire_Boundaries,10,3,0,12,24,356,356
HKD_perspire_Boundaries,18,5,0,12,24,356,356
HKD_perspire_Boundaries,22,6,0,12,24,356,356
HO_perspire_Boundaries,4,1,0,2,4,100,100
HBV_perspire_Boundaries,8,2,0,4,8,226,226
HBV_perspire_Boundaries,4,1,0,4,8,226,226
IA_perspire_Boundaries,8,2,0,4,8,62,62
IA_perspire_Boundaries,4,1,0,4,8,62,62
IBY_perspire_Boundaries,4,1,0,2,4,132,132
IH_perspire_Boundaries,8,2,0,4,8,49,49
IH_perspire_Boundaries,4,1,0,4,8,49,49
IN_perspire_Boundaries,8,2,0,4,8,49,49
IN_perspire_Boundaries,4,1,0,4,8,49,49
IP_perspire_Boundaries,4,1,0,2,4,58,58
IZ_perspire_Boundaries,4,1,0,2,4,48,48
JA_perspire_Boundaries,8,2,0,4,8,94,94
JA_perspire_Boundaries,4,1,0,4,8,94,94
JB_perspire_Boundaries,4,1,0,2,4,137,137
JBR_perspire_Boundaries,4,1,0,2,4,160,160
JC_perspire_Boundaries,8,2,0,4,8,85,85
JC_perspire_Boundaries,4,1,0,4,8,85,85
JCD_perspire_Boundaries,8,2,0,4,8,163,163
JCD_perspire_Boundaries,4,1,0,4,8,163,163
JD_perspire_Boundaries,8,2,0,4,8,194,194
JD_perspire_Boundaries,4,1,0,4,8,194,194
JHR_perspire_Boundaries,12,3,0,6,12,125,125
JHR_perspire_Boundaries,4,1,0,6,12,125,125
JHR_perspire_Boundaries,8,2,0,6,12,125,125
JJ_perspire_Boundaries,8,2,0,4,8,75,75
JJ_perspire_Boundaries,4,1,0,4,8,75,75
JNY_perspire_Boundaries,4,1,0,2,4,127,127
JO_perspire_Boundaries,4,1,0,2,4,94,94
JRA_perspire_Boundaries,8,2,0,4,8,136,136
JRA_perspire_Boundaries,4,1,0,4,8,136,136
JXD_perspire_Boundaries,20,6,0,10,20,240,240
JXD_perspire_Boundaries,12,3,0,10,20,240,240
JXD_perspire_Boundaries,16,4,0,10,20,240,240
JXD_perspire_Boundaries,8,2,0,10,20,240,240
JXD_perspire_Boundaries,4,1,0,10,20,240,240
JXD_perspire_Boundaries,18,5,0,10,20,240,240
KGO_perspire_Boundaries,4,1,0,2,4,154,154
KIW_perspire_Boundaries,8,2,0,4,8,97,97
KIW_perspire_Boundaries,4,1,0,4,8,97,97
KJ_perspire_Boundaries,4,1,0,2,4,81,81
KJP_perspire_Boundaries,8,2,0,4,8,126,126
KJP_perspire_Boundaries,4,1,0,4,8,126,126
LAC_perspire_Boundaries,4,1,0,2,4,134,134
LBP_perspire_Boundaries,4,1,0,2,4,150,150
LZT_perspire_Boundaries,2,1,0,1,2,95,95
LWC_perspire_Boundaries,4,1,0,2,4,123,123
MB_perspire_Boundaries,8,2,0,4,8,173,173
MB_perspire_Boundaries,4,1,0,4,8,173,173
MMK_perspire_Boundaries,28,7,0,14,28,153,153
MMK_perspire_Boundaries,6,1,0,14,28,153,153
MMK_perspire_Boundaries,22,5,0,14,28,153,153
MMK_perspire_Boundaries,10,2,0,14,28,153,153
MMK_perspire_Boundaries,18,4,0,14,28,153,153
MMK_perspire_Boundaries,14,3,0,14,28,153,153
MMK_perspire_Boundaries,26,6,0,14,28,153,153
MNW_perspire_Boundaries,20,5,0,10,20,154,154
MNW_perspire_Boundaries,14,3,0,10,20,154,154
MNW_perspire_Boundaries,6,1,0,10,20,154,154
MNW_perspire_Boundaries,10,2,0,10,20,154,154
MNW_perspire_Boundaries,18,4,0,10,20,154,154
MP_perspire_Boundaries,20,5,0,10,20,103,103
MP_perspire_Boundaries,6,1,0,10,20,103,103
MP_perspire_Boundaries,10,2,0,10,20,103,103
MP_perspire_Boundaries,14,3,0,10,20,103,103
MP_perspire_Boundaries,18,4,0,10,20,103,103
MY_perspire_Boundaries,12,3,0,6,12,109,109
MY_perspire_Boundaries,4,1,0,6,12,109,109
MY_perspire_Boundaries,8,2,0,6,12,109,109
NB_perspire_Boundaries,4,1,0,2,4,139,139
ND_perspire_Boundaries,8,2,0,4,8,158,158
ND_perspire_Boundaries,4,1,0,4,8,158,158
NJY_perspire_Boundaries,12,3,0,6,12,127,127
NJY_perspire_Boundaries,4,1,0,6,12,127,127
