letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates_x,all_candidates_y,ICD,Bearing Entropy,Categorized Bearing Entropy,Graph Asymmetry,Normalized ICD,Normalized Bearing Entropy,Normalized Categorized Bearing Entropy,Normalized Graph Asymmetry,Skeletonization_Method,Path
AW_Average-Regular_Approach1,16,2,0,6,20,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AX_Average-Regular_Approach1,4,1,0,2,4,46.0,92,2.0,6.16992500144232,3.17100281003333,491,0.5,0.9,1.0,0.5,Approach1,LSP
AXF_Average-Regular_Approach1,6,2,0,3,6,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,4,1,0,3,6,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AZ_Average-Regular_Approach1,5,1,0,2,5,29.0,58,2.0,5.6724253419715,3.15470714601252,344,0.5,0.8,1.0,0.3,Approach1,LSP
AZH_Average-Regular_Approach1,5,1,0,2,5,60.5,121,2.02325581395349,6.44294349584872,3.14253400422803,649,0.6,0.9,1.0,0.6,Approach1,LSP
AT_Average-Regular_Approach1,4,1,0,2,4,40.0,80,2.0,5.75488750216347,3.20291597674079,330,0.5,0.9,1.0,0.3,Approach1,LSP
BEV_Average-Regular_Approach1,10,2,0,4,10,64.0,128,2.06896551724138,6.49185309632966,3.2536911229762,742,0.6,1.0,1.0,0.7,Approach1,LSP
BEV_Average-Regular_Approach1,6,1,0,4,10,64.0,128,2.06896551724138,6.49185309632966,3.2536911229762,742,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,22,4,0,8,22,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,18,3,0,8,22,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,7,1,0,8,22,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,13,2,0,8,22,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BVD_Average-Regular_Approach1,10,1,0,2,10,65.0,130,2.04878048780488,6.39231742277876,3.23778182397043,589,0.6,0.9,1.0,0.6,Approach1,LSP
CBS_Average-Regular_Approach1,5,1,0,2,5,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CV_Average-Regular_Approach1,7,1,0,2,7,28.5,57,2.0,5.58496250072116,3.1600343165835,275,0.5,0.8,1.0,0.3,Approach1,LSP
CWC_Average-Regular_Approach1,26,4,0,7,26,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,9,1,0,7,26,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,17,2,0,7,26,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,24,3,0,7,26,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
DAQ_Average-Regular_Approach1,6,1,0,3,6,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DMF_Average-Regular_Approach1,19,3,0,6,19,72.5,145,2.04918032786885,6.9657842846621,3.15928831321973,909,0.6,1.0,1.0,0.8,Approach1,LSP
DMF_Average-Regular_Approach1,7,1,0,6,19,72.5,145,2.04918032786885,6.9657842846621,3.15928831321973,909,0.6,1.0,1.0,0.8,Approach1,LSP
DMF_Average-Regular_Approach1,13,2,0,6,19,72.5,145,2.04918032786885,6.9657842846621,3.15928831321973,909,0.6,1.0,1.0,0.8,Approach1,LSP
DMP_Average-Regular_Approach1,25,3,0,8,25,67.5,135,2.03418803418803,6.89481776330794,3.16205059483975,1011,0.6,1.0,1.0,0.9,Approach1,LSP
DMP_Average-Regular_Approach1,14,1,0,8,25,67.5,135,2.03418803418803,6.89481776330794,3.16205059483975,1011,0.6,1.0,1.0,0.9,Approach1,LSP
DMP_Average-Regular_Approach1,21,2,0,8,25,67.5,135,2.03418803418803,6.89481776330794,3.16205059483975,1011,0.6,1.0,1.0,0.9,Approach1,LSP
EVG_Average-Regular_Approach1,4,1,0,2,4,66.0,132,1.97938144329897,6.58496250072116,3.12423784630263,531,0.5,1.0,1.0,0.5,Approach1,LSP
FPJ_Average-Regular_Approach1,4,1,0,2,4,56.5,113,2.02941176470588,6.10852445677816,3.19648283937955,553,0.6,0.9,1.0,0.5,Approach1,LSP
FSB_Average-Regular_Approach1,5,1,0,2,5,62.5,125,2.07407407407407,6.39231742277876,3.15738318296519,605,0.6,0.9,1.0,0.6,Approach1,LSP
GM_Average-Regular_Approach1,14,2,0,4,14,44.5,89,2.0,5.97727992349992,3.12336233089613,475,0.5,0.9,1.0,0.5,Approach1,LSP
GM_Average-Regular_Approach1,8,1,0,4,14,44.5,89,2.0,5.97727992349992,3.12336233089613,475,0.5,0.9,1.0,0.5,Approach1,LSP
GMU_Average-Regular_Approach1,11,2,0,4,14,65.0,130,2.02222222222222,6.5077946401987,3.14964175377682,698,0.6,1.0,1.0,0.7,Approach1,LSP
GMU_Average-Regular_Approach1,8,1,0,4,14,65.0,130,2.02222222222222,6.5077946401987,3.14964175377682,698,0.6,1.0,1.0,0.7,Approach1,LSP
GWG_Average-Regular_Approach1,16,2,0,4,16,59.0,118,2.0,6.53915881110804,3.13472161594419,553,0.5,1.0,1.0,0.5,Approach1,LSP
GWG_Average-Regular_Approach1,10,1,0,4,16,59.0,118,2.0,6.53915881110804,3.13472161594419,553,0.5,1.0,1.0,0.5,Approach1,LSP
IA_Average-Regular_Approach1,10,2,0,4,10,29.5,59,2.0,5.58496250072116,3.12542382549262,329,0.5,0.8,1.0,0.3,Approach1,LSP
IA_Average-Regular_Approach1,6,1,0,4,10,29.5,59,2.0,5.58496250072116,3.12542382549262,329,0.5,0.8,1.0,0.3,Approach1,LSP
IN_Average-Regular_Approach1,6,1,0,3,8,33.5,67,1.95918367346939,5.58496250072116,3.21432812693322,316,0.5,0.8,1.0,0.3,Approach1,LSP
IZ_Average-Regular_Approach1,6,1,0,2,6,23.0,46,2.0,5.16992500144231,3.12870434990442,281,0.5,0.8,1.0,0.3,Approach1,LSP
JA_Average-Regular_Approach1,4,1,0,2,4,33.0,66,2.0,5.49185309632967,3.10518442041284,274,0.5,0.8,1.0,0.3,Approach1,LSP
JNY_Average-Regular_Approach1,12,2,0,4,12,60.0,120,2.0,6.28540221886226,3.19286229364679,580,0.5,0.9,1.0,0.6,Approach1,LSP
JNY_Average-Regular_Approach1,8,1,0,4,12,60.0,120,2.0,6.28540221886226,3.19286229364679,580,0.5,0.9,1.0,0.6,Approach1,LSP
JRA_Average-Regular_Approach1,4,1,0,2,4,55.5,111,2.05479452054794,6.22881869049589,3.15990873867233,519,0.6,0.9,1.0,0.5,Approach1,LSP
KIW_Average-Regular_Approach1,26,3,0,6,26,56.0,112,2.01923076923077,6.71424551766611,3.25530726567371,804,0.6,1.0,1.0,0.7,Approach1,LSP
KIW_Average-Regular_Approach1,12,1,0,6,26,56.0,112,2.01923076923077,6.71424551766611,3.25530726567371,804,0.6,1.0,1.0,0.7,Approach1,LSP
KIW_Average-Regular_Approach1,22,2,0,6,26,56.0,112,2.01923076923077,6.71424551766611,3.25530726567371,804,0.6,1.0,1.0,0.7,Approach1,LSP
LAC_Average-Regular_Approach1,5,1,0,2,5,51.0,102,2.02597402597403,6.28540221886226,3.10399862984031,444,0.6,0.9,1.0,0.4,Approach1,LSP
LWC_Average-Regular_Approach1,25,4,0,8,25,56.5,113,2.02040816326531,6.62935662007962,3.10757694449921,554,0.6,1.0,1.0,0.5,Approach1,LSP
LWC_Average-Regular_Approach1,9,1,0,8,25,56.5,113,2.02040816326531,6.62935662007962,3.10757694449921,554,0.6,1.0,1.0,0.5,Approach1,LSP
LWC_Average-Regular_Approach1,15,2,0,8,25,56.5,113,2.02040816326531,6.62935662007962,3.10757694449921,554,0.6,1.0,1.0,0.5,Approach1,LSP
LWC_Average-Regular_Approach1,21,3,0,8,25,56.5,113,2.02040816326531,6.62935662007962,3.10757694449921,554,0.6,1.0,1.0,0.5,Approach1,LSP
MB_Average-Regular_Approach1,24,3,0,6,24,48.5,97,2.04651162790698,6.45943161863731,3.12434206090079,668,0.6,1.0,1.0,0.6,Approach1,LSP
MB_Average-Regular_Approach1,18,2,0,6,24,48.5,97,2.04651162790698,6.45943161863731,3.12434206090079,668,0.6,1.0,1.0,0.6,Approach1,LSP
MB_Average-Regular_Approach1,10,1,0,6,24,48.5,97,2.04651162790698,6.45943161863731,3.12434206090079,668,0.6,1.0,1.0,0.6,Approach1,LSP
MMK_Average-Regular_Approach1,54,8,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,10,8,1,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,10,1,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,20,2,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,28,3,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,41,5,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,35,4,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,47,6,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,51,7,0,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MMK_Average-Regular_Approach1,3,7,1,15,54,73.0,146,2.01398601398601,7.16992500144233,3.16029413619041,1155,0.6,1.0,1.0,1.0,Approach1,LSP
MNW_Average-Regular_Approach1,58,7,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,14,8,1,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,37,3,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,15,1,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,26,2,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,45,4,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,55,6,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,52,5,0,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,8,6,1,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,12,7,1,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MNW_Average-Regular_Approach1,5,5,1,15,58,66.5,133,2.0,7.02236781302846,3.16585860812973,976,0.5,1.0,1.0,0.9,Approach1,LSP
MP_Average-Regular_Approach1,22,3,0,6,22,44.0,88,2.02380952380952,6.40939093613771,3.11495728751912,639,0.6,0.9,1.0,0.6,Approach1,LSP
MP_Average-Regular_Approach1,8,1,0,6,22,44.0,88,2.02380952380952,6.40939093613771,3.11495728751912,639,0.6,0.9,1.0,0.6,Approach1,LSP
MP_Average-Regular_Approach1,16,2,0,6,22,44.0,88,2.02380952380952,6.40939093613771,3.11495728751912,639,0.6,0.9,1.0,0.6,Approach1,LSP
MY_Average-Regular_Approach1,14,2,0,4,14,48.5,97,2.0,6.22881869049589,3.14456076675966,608,0.5,0.9,1.0,0.6,Approach1,LSP
MY_Average-Regular_Approach1,8,1,0,4,14,48.5,97,2.0,6.22881869049589,3.14456076675966,608,0.5,0.9,1.0,0.6,Approach1,LSP
NB_Average-Regular_Approach1,20,3,0,6,20,48.5,97,2.04444444444444,6.52356195605703,3.10590405820741,565,0.6,1.0,1.0,0.5,Approach1,LSP
NB_Average-Regular_Approach1,10,1,0,6,20,48.5,97,2.04444444444444,6.52356195605703,3.10590405820741,565,0.6,1.0,1.0,0.5,Approach1,LSP
NB_Average-Regular_Approach1,16,2,0,6,20,48.5,97,2.04444444444444,6.52356195605703,3.10590405820741,565,0.6,1.0,1.0,0.5,Approach1,LSP
ND_Average-Regular_Approach1,19,4,0,7,19,45.5,91,2.0,6.47573343096641,3.09392455119225,509,0.5,1.0,1.0,0.5,Approach1,LSP
ND_Average-Regular_Approach1,7,1,0,7,19,45.5,91,2.0,6.47573343096641,3.09392455119225,509,0.5,1.0,1.0,0.5,Approach1,LSP
ND_Average-Regular_Approach1,17,3,0,7,19,45.5,91,2.0,6.47573343096641,3.09392455119225,509,0.5,1.0,1.0,0.5,Approach1,LSP
ND_Average-Regular_Approach1,13,2,0,7,19,45.5,91,2.0,6.47573343096641,3.09392455119225,509,0.5,1.0,1.0,0.5,Approach1,LSP
NJY_Average-Regular_Approach1,24,3,0,7,24,64.0,128,2.0,6.39231742277876,3.21825851152016,637,0.5,0.9,1.0,0.6,Approach1,LSP
NJY_Average-Regular_Approach1,14,1,0,7,24,64.0,128,2.0,6.39231742277876,3.21825851152016,637,0.5,0.9,1.0,0.6,Approach1,LSP
NJY_Average-Regular_Approach1,22,2,0,7,24,64.0,128,2.0,6.39231742277876,3.21825851152016,637,0.5,0.9,1.0,0.6,Approach1,LSP
NPP_Average-Regular_Approach1,14,3,0,5,14,64.0,128,2.03508771929825,6.85798099512756,3.13601927926185,780,0.6,1.0,1.0,0.7,Approach1,LSP
NPP_Average-Regular_Approach1,8,1,0,5,14,64.0,128,2.03508771929825,6.85798099512756,3.13601927926185,780,0.6,1.0,1.0,0.7,Approach1,LSP
NPP_Average-Regular_Approach1,12,2,0,5,14,64.0,128,2.03508771929825,6.85798099512756,3.13601927926185,780,0.6,1.0,1.0,0.7,Approach1,LSP
NUO_Average-Regular_Approach1,5,1,0,2,5,63.0,126,2.0,6.33985000288461,3.24308560527324,535,0.5,0.9,1.0,0.5,Approach1,LSP
NWF_Average-Regular_Approach1,28,4,0,7,28,69.0,138,1.98165137614679,6.75488750216346,3.23168755794901,714,0.5,1.0,1.0,0.7,Approach1,LSP
NWF_Average-Regular_Approach1,11,1,0,7,28,69.0,138,1.98165137614679,6.75488750216346,3.23168755794901,714,0.5,1.0,1.0,0.7,Approach1,LSP
NWF_Average-Regular_Approach1,19,2,0,7,28,69.0,138,1.98165137614679,6.75488750216346,3.23168755794901,714,0.5,1.0,1.0,0.7,Approach1,LSP
NWF_Average-Regular_Approach1,26,3,0,7,28,69.0,138,1.98165137614679,6.75488750216346,3.23168755794901,714,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,50,6,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,6,7,1,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,12,1,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,24,2,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,32,3,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,40,4,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
NWW_Average-Regular_Approach1,48,5,0,11,50,61.5,123,1.98214285714286,6.79441586635012,3.23153578639523,722,0.5,1.0,1.0,0.7,Approach1,LSP
OGW_Average-Regular_Approach1,16,2,0,4,16,51.5,103,2.02666666666667,6.24792751344359,3.12821373028082,463,0.6,0.9,1.0,0.5,Approach1,LSP
OGW_Average-Regular_Approach1,10,1,0,4,16,51.5,103,2.02666666666667,6.24792751344359,3.12821373028082,463,0.6,0.9,1.0,0.5,Approach1,LSP
OMJ_Average-Regular_Approach1,14,2,0,4,14,54.5,109,2.02816901408451,6.16992500144232,3.15658039372804,571,0.6,0.9,1.0,0.5,Approach1,LSP
OMJ_Average-Regular_Approach1,8,1,0,4,14,54.5,109,2.02816901408451,6.16992500144232,3.15658039372804,571,0.6,0.9,1.0,0.5,Approach1,LSP
OPN_Average-Regular_Approach1,6,1,0,2,6,59.5,119,2.02816901408451,6.16992500144232,3.19444079720214,587,0.6,0.9,1.0,0.6,Approach1,LSP
PJW_Average-Regular_Approach1,20,3,0,6,20,52.5,105,2.0,6.22881869049589,3.20246026791002,487,0.5,0.9,1.0,0.5,Approach1,LSP
PJW_Average-Regular_Approach1,10,1,0,6,20,52.5,105,2.0,6.22881869049589,3.20246026791002,487,0.5,0.9,1.0,0.5,Approach1,LSP
PJW_Average-Regular_Approach1,16,2,0,6,20,52.5,105,2.0,6.22881869049589,3.20246026791002,487,0.5,0.9,1.0,0.5,Approach1,LSP
PQW_Average-Regular_Approach1,11,2,0,3,11,57.5,115,2.02247191011236,6.49185309632966,3.13645211766145,626,0.6,1.0,1.0,0.6,Approach1,LSP
PQW_Average-Regular_Approach1,8,1,0,3,11,57.5,115,2.02247191011236,6.49185309632966,3.13645211766145,626,0.6,1.0,1.0,0.6,Approach1,LSP
RMJ_Average-Regular_Approach1,14,2,0,4,14,66.5,133,2.02105263157895,6.58496250072116,3.1738759880186,756,0.6,1.0,1.0,0.7,Approach1,LSP
RMJ_Average-Regular_Approach1,8,1,0,4,14,66.5,133,2.02105263157895,6.58496250072116,3.1738759880186,756,0.6,1.0,1.0,0.7,Approach1,LSP
TA_Average-Regular_Approach1,4,1,0,2,4,40.0,80,2.0377358490566,5.75488750216347,3.19908623423116,332,0.6,0.9,1.0,0.3,Approach1,LSP
TIA_Average-Regular_Approach1,10,2,0,4,10,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TIA_Average-Regular_Approach1,6,1,0,4,10,48.0,96,2.0327868852459,5.95419631038687,3.12126529677474,429,0.6,0.9,1.0,0.4,Approach1,LSP
TLV_Average-Regular_Approach1,4,1,0,2,4,54.5,109,2.0,6.02236781302846,3.19439294844587,306,0.5,0.9,1.0,0.3,Approach1,LSP
TSM_Average-Regular_Approach1,14,2,0,4,14,59.5,119,2.0,6.53915881110804,3.13254758073946,672,0.5,1.0,1.0,0.6,Approach1,LSP
TSM_Average-Regular_Approach1,8,1,0,4,14,59.5,119,2.0,6.53915881110804,3.13254758073946,672,0.5,1.0,1.0,0.6,Approach1,LSP
UA_Average-Regular_Approach1,12,2,0,4,12,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UA_Average-Regular_Approach1,6,1,0,4,12,45.0,90,2.05970149253731,6.10852445677816,3.16198960921853,499,0.6,0.9,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,8,2,0,4,8,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UAV_Average-Regular_Approach1,4,1,0,4,8,62.0,124,2.02298850574713,6.45943161863731,3.14752496793334,464,0.6,1.0,1.0,0.5,Approach1,LSP
UD_Average-Regular_Approach1,6,1,0,2,6,45.0,90,2.0,6.0,3.07514780690502,299,0.5,0.9,1.0,0.3,Approach1,LSP
UI_Average-Regular_Approach1,6,1,0,2,6,38.0,76,2.0,5.85798099512757,3.11787965285881,291,0.5,0.9,1.0,0.3,Approach1,LSP
UIN_Average-Regular_Approach1,12,3,0,6,17,55.0,110,2.0,6.44294349584872,3.12259977108887,562,0.5,0.9,1.0,0.5,Approach1,LSP
UIN_Average-Regular_Approach1,6,1,0,6,17,55.0,110,2.0,6.44294349584872,3.12259977108887,562,0.5,0.9,1.0,0.5,Approach1,LSP
UIN_Average-Regular_Approach1,9,2,0,6,17,55.0,110,2.0,6.44294349584872,3.12259977108887,562,0.5,0.9,1.0,0.5,Approach1,LSP
UNY_Average-Regular_Approach1,11,2,0,4,11,68.0,136,2.0,6.61470984411522,3.17597513974777,665,0.5,1.0,1.0,0.6,Approach1,LSP
UNY_Average-Regular_Approach1,6,1,0,4,11,68.0,136,2.0,6.61470984411522,3.17597513974777,665,0.5,1.0,1.0,0.6,Approach1,LSP
UP_Average-Regular_Approach1,6,1,0,2,6,43.0,86,2.03174603174603,6.0,3.00647834209273,325,0.6,0.9,1.0,0.3,Approach1,LSP
UPJ_Average-Regular_Approach1,10,2,0,4,10,55.0,110,2.02666666666667,6.24792751344359,3.05587256334934,452,0.6,0.9,1.0,0.4,Approach1,LSP
UPJ_Average-Regular_Approach1,6,1,0,4,10,55.0,110,2.02666666666667,6.24792751344359,3.05587256334934,452,0.6,0.9,1.0,0.4,Approach1,LSP
VNM_Average-Regular_Approach1,36,6,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,16,2,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,8,1,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,22,3,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,28,4,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VNM_Average-Regular_Approach1,34,5,0,12,36,67.0,134,2.01503759398496,7.06608919045778,3.11516218949238,844,0.6,1.0,1.0,0.8,Approach1,LSP
VQ_Average-Regular_Approach1,6,1,0,2,6,37.0,74,1.96428571428571,5.78135971352465,3.12404636887443,308,0.5,0.9,1.0,0.3,Approach1,LSP
VUJ_Average-Regular_Approach1,9,2,0,3,9,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
VUJ_Average-Regular_Approach1,7,1,0,3,9,56.0,112,1.97560975609756,6.33985000288461,3.19868421811501,447,0.5,0.9,1.0,0.4,Approach1,LSP
WD_Average-Regular_Approach1,16,2,0,4,16,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WD_Average-Regular_Approach1,10,1,0,4,16,42.5,85,1.96875,5.97727992349992,3.25259843453502,324,0.5,0.9,1.0,0.3,Approach1,LSP
WF_Average-Regular_Approach1,20,2,0,4,20,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WF_Average-Regular_Approach1,12,1,0,4,20,45.5,91,1.97260273972603,6.16992500144232,3.16401540018348,418,0.5,0.9,1.0,0.4,Approach1,LSP
WFD_Average-Regular_Approach1,18,2,0,4,18,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
WFD_Average-Regular_Approach1,11,1,0,4,18,66.0,132,2.0,6.53915881110804,3.26616116150254,624,0.5,1.0,1.0,0.6,Approach1,LSP
