letter,total_weight,num_selected_vertices,penalties,uncertain_edges,sum_of_weight,all_candidates,all_candidates_y,ICD,Bearing Entropy,Categorized Bearing Entropy,Graph Asymmetry,Normalized ICD,Normalized Bearing Entropy,Normalized Categorized Bearing Entropy,Normalized Graph Asymmetry,Skeletonization_Method,Path
A_Average-Regular_Approach1,12,4,0,5,12,18.0,36,2.0,4.90689059560852,3.09892956369093,186,0.5,0.7,1.0,0.2,Approach1,LSP
A_Average-Regular_Approach1,8,1,0,5,12,18.0,36,2.0,4.90689059560852,3.09892956369093,186,0.5,0.7,1.0,0.2,Approach1,LSP
A_Average-Regular_Approach1,10,3,0,5,12,18.0,36,2.0,4.90689059560852,3.09892956369093,186,0.5,0.7,1.0,0.2,Approach1,LSP
ACI_Average-Regular_Approach1,13,3,0,6,13,43.5,87,2.06896551724138,5.90689059560852,3.10384235936738,388,0.6,0.9,1.0,0.4,Approach1,LSP
ACI_Average-Regular_Approach1,6,1,0,6,13,43.5,87,2.06896551724138,5.90689059560852,3.10384235936738,388,0.6,0.9,1.0,0.4,Approach1,LSP
ACI_Average-Regular_Approach1,10,2,0,6,13,43.5,87,2.06896551724138,5.90689059560852,3.10384235936738,388,0.6,0.9,1.0,0.4,Approach1,LSP
AEJ_Average-Regular_Approach1,42,9,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,18,2,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,10,1,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,26,3,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,31,4,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,38,6,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,36,5,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEJ_Average-Regular_Approach1,40,8,0,16,42,55.0,110,2.02816901408451,6.16992500144232,3.22360559539811,545,0.6,0.9,1.0,0.5,Approach1,LSP
AEY_Average-Regular_Approach1,32,8,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,8,1,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,16,2,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,21,3,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,26,4,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,28,5,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AEY_Average-Regular_Approach1,30,7,0,13,32,64.0,128,2.02247191011236,6.49185309632966,3.20351732393453,601,0.6,1.0,1.0,0.6,Approach1,LSP
AJD_Average-Regular_Approach1,18,5,0,7,18,55.0,110,2.03076923076923,6.04439411935846,3.1680084559619,398,0.6,0.9,1.0,0.4,Approach1,LSP
AJD_Average-Regular_Approach1,8,1,0,7,18,55.0,110,2.03076923076923,6.04439411935846,3.1680084559619,398,0.6,0.9,1.0,0.4,Approach1,LSP
AJD_Average-Regular_Approach1,14,2,0,7,18,55.0,110,2.03076923076923,6.04439411935846,3.1680084559619,398,0.6,0.9,1.0,0.4,Approach1,LSP
AJD_Average-Regular_Approach1,16,4,0,7,18,55.0,110,2.03076923076923,6.04439411935846,3.1680084559619,398,0.6,0.9,1.0,0.4,Approach1,LSP
AKV_Average-Regular_Approach1,42,9,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,29,4,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,10,1,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,18,2,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,38,6,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,24,3,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,34,5,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
AKV_Average-Regular_Approach1,40,8,0,15,42,57.5,115,2.0,6.58496250072116,3.23120853112905,590,0.5,1.0,1.0,0.6,Approach1,LSP
ANC_Average-Regular_Approach1,37,10,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,8,1,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,29,5,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,16,2,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,25,4,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,21,3,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,35,9,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,33,7,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ANC_Average-Regular_Approach1,31,6,0,15,39,60.0,120,2.02040816326531,6.62935662007962,3.19313480822017,746,0.6,1.0,1.0,0.7,Approach1,LSP
ARV_Average-Regular_Approach1,40,9,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,9,1,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,32,5,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,17,2,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,23,3,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,28,4,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,38,8,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
ARV_Average-Regular_Approach1,36,6,0,15,40,59.5,119,2.02272727272727,6.47573343096641,3.23581789314426,544,0.6,1.0,1.0,0.5,Approach1,LSP
AW_Average-Regular_Approach1,33,8,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,25,3,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,9,1,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,17,2,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,27,4,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,31,7,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AW_Average-Regular_Approach1,29,5,0,11,33,38.5,77,2.0,6.10852445677816,3.18110031780534,385,0.5,0.9,1.0,0.4,Approach1,LSP
AX_Average-Regular_Approach1,18,5,0,7,18,46.0,92,2.0,6.16992500144232,3.17100281003333,491,0.5,0.9,1.0,0.5,Approach1,LSP
AX_Average-Regular_Approach1,8,1,0,7,18,46.0,92,2.0,6.16992500144232,3.17100281003333,491,0.5,0.9,1.0,0.5,Approach1,LSP
AX_Average-Regular_Approach1,14,2,0,7,18,46.0,92,2.0,6.16992500144232,3.17100281003333,491,0.5,0.9,1.0,0.5,Approach1,LSP
AX_Average-Regular_Approach1,16,4,0,7,18,46.0,92,2.0,6.16992500144232,3.17100281003333,491,0.5,0.9,1.0,0.5,Approach1,LSP
AXF_Average-Regular_Approach1,48,11,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,11,1,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,2,11,1,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,19,2,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,32,4,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,27,3,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,42,7,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,44,8,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,37,5,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,40,6,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AXF_Average-Regular_Approach1,46,10,0,18,48,70.0,140,2.01980198019802,6.6724253419715,3.2376829600243,702,0.6,1.0,1.0,0.7,Approach1,LSP
AZ_Average-Regular_Approach1,16,3,0,6,16,29.0,58,2.0,5.6724253419715,3.15470714601252,344,0.5,0.8,1.0,0.3,Approach1,LSP
AZ_Average-Regular_Approach1,7,1,0,6,16,29.0,58,2.0,5.6724253419715,3.15470714601252,344,0.5,0.8,1.0,0.3,Approach1,LSP
AZ_Average-Regular_Approach1,13,2,0,6,16,29.0,58,2.0,5.6724253419715,3.15470714601252,344,0.5,0.8,1.0,0.3,Approach1,LSP
AZH_Average-Regular_Approach1,17,3,0,7,17,60.5,121,2.02325581395349,6.44294349584872,3.14253400422803,649,0.6,0.9,1.0,0.6,Approach1,LSP
AZH_Average-Regular_Approach1,6,1,0,7,17,60.5,121,2.02325581395349,6.44294349584872,3.14253400422803,649,0.6,0.9,1.0,0.6,Approach1,LSP
AZH_Average-Regular_Approach1,12,2,0,7,17,60.5,121,2.02325581395349,6.44294349584872,3.14253400422803,649,0.6,0.9,1.0,0.6,Approach1,LSP
AT_Average-Regular_Approach1,12,4,0,5,12,40.0,80,2.0,5.75488750216347,3.20291597674079,330,0.5,0.9,1.0,0.3,Approach1,LSP
AT_Average-Regular_Approach1,8,1,0,5,12,40.0,80,2.0,5.75488750216347,3.20291597674079,330,0.5,0.9,1.0,0.3,Approach1,LSP
AT_Average-Regular_Approach1,10,3,0,5,12,40.0,80,2.0,5.75488750216347,3.20291597674079,330,0.5,0.9,1.0,0.3,Approach1,LSP
B_Average-Regular_Approach1,5,1,0,2,5,26.5,53,2.06896551724138,4.90689059560852,3.13484861365085,200,0.6,0.7,1.0,0.2,Approach1,LSP
BEV_Average-Regular_Approach1,15,2,0,5,15,64.0,128,2.06896551724138,6.49185309632966,3.2536911229762,742,0.6,1.0,1.0,0.7,Approach1,LSP
BEV_Average-Regular_Approach1,9,1,0,5,15,64.0,128,2.06896551724138,6.49185309632966,3.2536911229762,742,0.6,1.0,1.0,0.7,Approach1,LSP
BKQ_Average-Regular_Approach1,13,3,0,5,13,67.0,134,2.04347826086956,6.55458885167762,3.18875207653247,716,0.6,1.0,1.0,0.7,Approach1,LSP
BKQ_Average-Regular_Approach1,9,1,0,5,13,67.0,134,2.04347826086956,6.55458885167762,3.18875207653247,716,0.6,1.0,1.0,0.7,Approach1,LSP
BKQ_Average-Regular_Approach1,11,2,0,5,13,67.0,134,2.04347826086956,6.55458885167762,3.18875207653247,716,0.6,1.0,1.0,0.7,Approach1,LSP
BLC_Average-Regular_Approach1,16,2,0,7,16,57.0,114,2.1,6.39231742277876,3.15896528682279,720,0.6,0.9,1.0,0.7,Approach1,LSP
BLC_Average-Regular_Approach1,10,1,0,7,16,57.0,114,2.1,6.39231742277876,3.15896528682279,720,0.6,0.9,1.0,0.7,Approach1,LSP
BO_Average-Regular_Approach1,10,4,0,4,10,43.0,86,2.03846153846154,5.7279204545632,3.18561244660951,452,0.6,0.8,1.0,0.4,Approach1,LSP
BO_Average-Regular_Approach1,3,1,0,4,10,43.0,86,2.03846153846154,5.7279204545632,3.18561244660951,452,0.6,0.8,1.0,0.4,Approach1,LSP
BO_Average-Regular_Approach1,8,3,0,4,10,43.0,86,2.03846153846154,5.7279204545632,3.18561244660951,452,0.6,0.8,1.0,0.4,Approach1,LSP
BO_Average-Regular_Approach1,6,2,0,4,10,43.0,86,2.03846153846154,5.7279204545632,3.18561244660951,452,0.6,0.8,1.0,0.4,Approach1,LSP
BTM_Average-Regular_Approach1,20,4,0,9,20,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,8,1,0,9,20,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,18,3,0,9,20,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BTM_Average-Regular_Approach1,14,2,0,9,20,74.5,149,2.04255319148936,6.58496250072116,3.19925407455433,772,0.6,1.0,1.0,0.7,Approach1,LSP
BVD_Average-Regular_Approach1,21,3,0,7,21,65.0,130,2.04878048780488,6.39231742277876,3.23778182397043,589,0.6,0.9,1.0,0.6,Approach1,LSP
BVD_Average-Regular_Approach1,11,1,0,7,21,65.0,130,2.04878048780488,6.39231742277876,3.23778182397043,589,0.6,0.9,1.0,0.6,Approach1,LSP
BVD_Average-Regular_Approach1,19,2,0,7,21,65.0,130,2.04878048780488,6.39231742277876,3.23778182397043,589,0.6,0.9,1.0,0.6,Approach1,LSP
BOC_Average-Regular_Approach1,12,4,0,6,14,57.5,115,2.02409638554217,6.39231742277876,3.20846005250128,632,0.6,0.9,1.0,0.6,Approach1,LSP
BOC_Average-Regular_Approach1,4,1,0,6,14,57.5,115,2.02409638554217,6.39231742277876,3.20846005250128,632,0.6,0.9,1.0,0.6,Approach1,LSP
BOC_Average-Regular_Approach1,7,2,0,6,14,57.5,115,2.02409638554217,6.39231742277876,3.20846005250128,632,0.6,0.9,1.0,0.6,Approach1,LSP
BOC_Average-Regular_Approach1,10,3,0,6,14,57.5,115,2.02409638554217,6.39231742277876,3.20846005250128,632,0.6,0.9,1.0,0.6,Approach1,LSP
CBS_Average-Regular_Approach1,40,7,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,11,1,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,30,4,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,19,2,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,26,3,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,34,5,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CBS_Average-Regular_Approach1,38,6,0,17,40,58.0,116,2.11363636363636,6.53915881110804,3.08454467675036,810,0.6,1.0,1.0,0.8,Approach1,LSP
CGY_Average-Regular_Approach1,16,3,0,6,16,59.0,118,2.02247191011236,6.49185309632966,3.14248825918256,558,0.6,1.0,1.0,0.5,Approach1,LSP
CGY_Average-Regular_Approach1,7,1,0,6,16,59.0,118,2.02247191011236,6.49185309632966,3.14248825918256,558,0.6,1.0,1.0,0.5,Approach1,LSP
CGY_Average-Regular_Approach1,12,2,0,6,16,59.0,118,2.02247191011236,6.49185309632966,3.14248825918256,558,0.6,1.0,1.0,0.5,Approach1,LSP
CIO_Average-Regular_Approach1,19,4,0,7,19,37.0,74,2.13333333333333,5.58496250072116,3.02623120269301,486,0.6,0.8,1.0,0.5,Approach1,LSP
CIO_Average-Regular_Approach1,13,1,0,7,19,37.0,74,2.13333333333333,5.58496250072116,3.02623120269301,486,0.6,0.8,1.0,0.5,Approach1,LSP
CIO_Average-Regular_Approach1,17,3,0,7,19,37.0,74,2.13333333333333,5.58496250072116,3.02623120269301,486,0.6,0.8,1.0,0.5,Approach1,LSP
CIO_Average-Regular_Approach1,15,2,0,7,19,37.0,74,2.13333333333333,5.58496250072116,3.02623120269301,486,0.6,0.8,1.0,0.5,Approach1,LSP
COP_Average-Regular_Approach1,13,3,0,6,15,51.5,103,2.0625,6.04439411935846,3.09563950377913,447,0.6,0.9,1.0,0.4,Approach1,LSP
COP_Average-Regular_Approach1,7,1,0,6,15,51.5,103,2.0625,6.04439411935846,3.09563950377913,447,0.6,0.9,1.0,0.4,Approach1,LSP
COP_Average-Regular_Approach1,11,2,0,6,15,51.5,103,2.0625,6.04439411935846,3.09563950377913,447,0.6,0.9,1.0,0.4,Approach1,LSP
CRK_Average-Regular_Approach1,20,5,0,9,20,59.0,118,2.02666666666667,6.24792751344359,3.13219189308329,506,0.6,0.9,1.0,0.5,Approach1,LSP
CRK_Average-Regular_Approach1,8,1,0,9,20,59.0,118,2.02666666666667,6.24792751344359,3.13219189308329,506,0.6,0.9,1.0,0.5,Approach1,LSP
CRK_Average-Regular_Approach1,14,2,0,9,20,59.0,118,2.02666666666667,6.24792751344359,3.13219189308329,506,0.6,0.9,1.0,0.5,Approach1,LSP
CRK_Average-Regular_Approach1,18,4,0,9,20,59.0,118,2.02666666666667,6.24792751344359,3.13219189308329,506,0.6,0.9,1.0,0.5,Approach1,LSP
CRK_Average-Regular_Approach1,16,3,0,9,20,59.0,118,2.02666666666667,6.24792751344359,3.13219189308329,506,0.6,0.9,1.0,0.5,Approach1,LSP
CU_Average-Regular_Approach1,12,2,0,3,12,38.5,77,2.0,5.58496250072116,3.13240470045258,259,0.5,0.8,1.0,0.3,Approach1,LSP
CU_Average-Regular_Approach1,10,1,0,3,12,38.5,77,2.0,5.58496250072116,3.13240470045258,259,0.5,0.8,1.0,0.3,Approach1,LSP
CUH_Average-Regular_Approach1,12,2,0,3,12,71.5,143,2.02020202020202,6.64385618977474,3.11785647457518,557,0.6,1.0,1.0,0.5,Approach1,LSP
CUH_Average-Regular_Approach1,10,1,0,3,12,71.5,143,2.02020202020202,6.64385618977474,3.11785647457518,557,0.6,1.0,1.0,0.5,Approach1,LSP
CV_Average-Regular_Approach1,19,3,0,6,19,28.5,57,2.0,5.58496250072116,3.1600343165835,275,0.5,0.8,1.0,0.3,Approach1,LSP
CV_Average-Regular_Approach1,12,1,0,6,19,28.5,57,2.0,5.58496250072116,3.1600343165835,275,0.5,0.8,1.0,0.3,Approach1,LSP
CV_Average-Regular_Approach1,17,2,0,6,19,28.5,57,2.0,5.58496250072116,3.1600343165835,275,0.5,0.8,1.0,0.3,Approach1,LSP
CWC_Average-Regular_Approach1,38,9,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,8,1,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,28,4,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,22,3,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,16,2,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,32,6,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,34,7,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,30,5,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CWC_Average-Regular_Approach1,36,8,0,16,38,48.0,96,2.02247191011236,6.49185309632966,3.11474093005516,537,0.6,1.0,1.0,0.5,Approach1,LSP
CXS_Average-Regular_Approach1,16,2,0,6,19,51.0,102,2.02816901408451,6.16992500144232,3.05366418481518,445,0.6,0.9,1.0,0.4,Approach1,LSP
CXS_Average-Regular_Approach1,11,1,0,6,19,51.0,102,2.02816901408451,6.16992500144232,3.05366418481518,445,0.6,0.9,1.0,0.4,Approach1,LSP
CVG_Average-Regular_Approach1,14,3,0,5,14,51.5,103,2.0,6.30378074817711,3.15514353013147,392,0.5,0.9,1.0,0.4,Approach1,LSP
CVG_Average-Regular_Approach1,8,1,0,5,14,51.5,103,2.0,6.30378074817711,3.15514353013147,392,0.5,0.9,1.0,0.4,Approach1,LSP
CVG_Average-Regular_Approach1,12,2,0,5,14,51.5,103,2.0,6.30378074817711,3.15514353013147,392,0.5,0.9,1.0,0.4,Approach1,LSP
DAQ_Average-Regular_Approach1,34,7,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,12,1,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,26,4,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,18,2,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,22,3,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,32,6,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DAQ_Average-Regular_Approach1,30,5,0,15,34,61.5,123,2.06451612903226,6.58496250072116,3.22182126345619,856,0.6,1.0,1.0,0.8,Approach1,LSP
DCJ_Average-Regular_Approach1,20,4,0,9,20,51.0,102,2.0,6.04439411935846,3.12784397234698,434,0.5,0.9,1.0,0.4,Approach1,LSP
DCJ_Average-Regular_Approach1,10,1,0,9,20,51.0,102,2.0,6.04439411935846,3.12784397234698,434,0.5,0.9,1.0,0.4,Approach1,LSP
DCJ_Average-Regular_Approach1,16,2,0,9,20,51.0,102,2.0,6.04439411935846,3.12784397234698,434,0.5,0.9,1.0,0.4,Approach1,LSP
DCJ_Average-Regular_Approach1,18,3,0,9,20,51.0,102,2.0,6.04439411935846,3.12784397234698,434,0.5,0.9,1.0,0.4,Approach1,LSP
DGC_Average-Regular_Approach1,16,5,0,9,20,60.0,120,2.0,6.49185309632966,3.24471428693853,559,0.5,1.0,1.0,0.5,Approach1,LSP
DGC_Average-Regular_Approach1,8,2,0,9,20,60.0,120,2.0,6.49185309632966,3.24471428693853,559,0.5,1.0,1.0,0.5,Approach1,LSP
DGC_Average-Regular_Approach1,4,1,0,9,20,60.0,120,2.0,6.49185309632966,3.24471428693853,559,0.5,1.0,1.0,0.5,Approach1,LSP
DGC_Average-Regular_Approach1,14,4,0,9,20,60.0,120,2.0,6.49185309632966,3.24471428693853,559,0.5,1.0,1.0,0.5,Approach1,LSP
DGC_Average-Regular_Approach1,12,3,0,9,20,60.0,120,2.0,6.49185309632966,3.24471428693853,559,0.5,1.0,1.0,0.5,Approach1,LSP
DGH_Average-Regular_Approach1,4,1,0,3,8,72.5,145,2.0,6.53915881110804,3.19529404161337,570,0.5,1.0,1.0,0.5,Approach1,LSP
DI_Average-Regular_Approach1,4,1,0,2,4,37.5,75,2.04255319148936,5.58496250072116,3.09833236663175,303,0.6,0.8,1.0,0.3,Approach1,LSP
DIH_Average-Regular_Approach1,4,1,0,2,4,62.5,125,2.04705882352941,6.44294349584872,3.08058307331142,667,0.6,0.9,1.0,0.6,Approach1,LSP
DJI_Average-Regular_Approach1,8,2,0,4,8,51.5,103,2.06451612903226,6.0,3.09485288391815,480,0.6,0.9,1.0,0.5,Approach1,LSP
DJI_Average-Regular_Approach1,4,1,0,4,8,51.5,103,2.06451612903226,6.0,3.09485288391815,480,0.6,0.9,1.0,0.5,Approach1,LSP
DMF_Average-Regular_Approach1,20,4,0,8,20,72.5,145,2.04918032786885,6.9657842846621,3.15928831321973,909,0.6,1.0,1.0,0.8,Approach1,LSP
